ship,area,date,trip_no,is_cancellation,tsuri_mono_raw,tsuri_mono,main_sub,fish_raw,time_slot,cnt_min,cnt_max,cnt_avg,is_boat,size_min,size_max,kg_min,kg_max,tackle,point_place1,point_place2,point_place3,n_points_visited,depth_min,depth_max,water_temp_min,water_temp_max,water_color,wind_direction,wind_speed,tide_info,wave_info,weather,by_catch,cancel_reason,cancel_type,kanso_raw,suion_raw,suishoku_raw,source
政一丸,伊東港,2026/05/16,1,0,キンメ,キンメダイ,メイン,キンメ,NULL,30.0,50.0,40.0,0,,,0.5,1.2,NULL,静岡県 伊東市 伊東港,NULL,NULL,1,NULL,NULL,19.6,19.6,NULL,北東,2.6m/s,大潮,東南東 0.6m/s,晴れ,,NULL,NULL,今日も好調キープでした。,19.6℃,NULL,chowari/政一丸
政一丸,伊東港,2026/05/11,1,0,キンメ,キンメダイ,メイン,キンメ,NULL,30.0,45.0,37.5,0,,,0.6,1.5,NULL,静岡県 伊東市 伊東港,NULL,NULL,1,NULL,NULL,18.7,18.7,NULL,南南西,1.6m/s,長潮,南東 1.0m/s,曇り時々晴れ,,NULL,NULL,朝からズラズラ連チャンでした～！,18.7℃,NULL,chowari/政一丸
