ship,area,date,trip_no,is_cancellation,tsuri_mono_raw,tsuri_mono,main_sub,fish_raw,time_slot,cnt_min,cnt_max,cnt_avg,is_boat,size_min,size_max,kg_min,kg_max,tackle,point_place1,point_place2,point_place3,n_points_visited,depth_min,depth_max,water_temp_min,water_temp_max,water_color,wind_direction,wind_speed,tide_info,wave_info,weather,by_catch,cancel_reason,cancel_type,kanso_raw,suion_raw,suishoku_raw,source
SHINSEIMARU,清水港,2026/03/25,1,0,マダイ,マダイ,メイン,マダイ,NULL,0.0,2.0,1.0,0,,,0.8,1.0,NULL,静岡県 静岡市 清水港,NULL,NULL,1,NULL,NULL,15.8,15.8,NULL,北東,1.4m/s,小潮,南 0.3m/s,雨,イナダ,NULL,NULL,タイの反応もイナダの反応も！イサキかな？と言う反応もバッチリ出てます。 とにかく今日は潮が動かず船も朝のスタート位置からまったく動かず・・・ 日によってムラが有りますが、水温も少し上がれば期待大です。,15.8℃,NULL,chowari/SHINSEIMARU
SHINSEIMARU,清水港,2026/03/25,1,0,イナダ,イナダ,サブ,イナダ,NULL,2.0,5.0,3.5,0,,,1.0,1.2,NULL,静岡県 静岡市 清水港,NULL,NULL,1,NULL,NULL,15.8,15.8,NULL,北東,1.4m/s,小潮,南 0.3m/s,雨,NULL,NULL,NULL,タイの反応もイナダの反応も！イサキかな？と言う反応もバッチリ出てます。 とにかく今日は潮が動かず船も朝のスタート位置からまったく動かず・・・ 日によってムラが有りますが、水温も少し上がれば期待大です。,15.8℃,NULL,chowari/SHINSEIMARU
