ship,area,date,trip_no,is_cancellation,tsuri_mono_raw,tsuri_mono,main_sub,fish_raw,time_slot,cnt_min,cnt_max,cnt_avg,is_boat,size_min,size_max,kg_min,kg_max,tackle,point_place1,point_place2,point_place3,depth_min,depth_max,water_temp_min,water_temp_max,water_color,wind_direction,wind_speed,tide_info,wave_info,weather,by_catch,cancel_reason,cancel_type,kanso_raw,suion_raw,suishoku_raw
不動丸,勝浦川津港,2023/05/04,1,0,ヤリイカ,ヤリイカ,メイン,ヤリイカ,,0,6,3,0,25,50,,,,川津沖前後,,,170.0,170.0,,,,,,二枚潮,,,,,,潮流れ反応見えたが二枚潮と終日サバの邪魔でオマツリ多く釣りにくく苦戦。。,,
不動丸,勝浦川津港,2023/05/03,1,0,ヤリイカ,ヤリイカ,メイン,ヤリイカ,,0,12,6,0,25,50,,,,川津沖前後,,,190.0,190.0,17.8,17.8,,,,二枚潮,,,,,,反応見えたが潮流れ速く二枚潮強く、サバ・サメの邪魔もあり釣りにくく活性低く苦戦。。,17.6～17.8℃,
不動丸,勝浦川津港,2023/05/02,1,0,ヤリイカ,ヤリイカ,メイン,ヤリイカ,,0,13,6,0,25,50,,,,川津沖～200m前後,,,160.0,160.0,17.8,17.8,,,,二枚潮,,,,,,反応見えたが潮流れ速く二枚潮強く、サバの邪魔もあり釣りにくく苦戦。。,17.6～17.8℃,
不動丸,勝浦川津港,2023/05/01,1,0,ヤリイカ,ヤリイカ,メイン,ヤリイカ,,6,27,16,0,25,50,,,,川津沖前後,,,160.0,160.0,17.7,17.7,,,,,,,,,,潮トロリ流れ反応見え朝のうちサバの邪魔あったが前半にポツリポツリ良型主体に釣れた。。,16.9～17.7℃,
林遊船,江戸川放水路･原木中山,2023/05/31,1,0,クロダイ,クロダイ,メイン,午前クロダイ,午前,2,11,6,1,25,46,,,,,,,,,,,,,,,,,,,,,,
林遊船,江戸川放水路･原木中山,2023/05/31,2,0,マゴチ,マゴチ,メイン,午前マゴチ,午前,2,2,2,1,44,46,,,,,,,,,,,,,,,,,,,,,,
林遊船,江戸川放水路･原木中山,2023/05/31,3,0,クロダイ,クロダイ,メイン,午後クロダイ,午後,2,14,8,1,25,47,,,,,,,,,,,,,,,,,,,,乗合船の釣果。。,,
林遊船,江戸川放水路･原木中山,2023/05/30,1,0,クロダイ,クロダイ,メイン,午前クロダイ,午前,1,11,6,1,27,46,,,,,,,,,,,,,,,,,,,,,,
林遊船,江戸川放水路･原木中山,2023/05/30,2,0,アジ,アジ,メイン,アジ,,3,15,9,0,16,34,,,,,,,,,,,,,,,,,,,,乗合船の釣果。平均10匹。,,
林遊船,江戸川放水路･原木中山,2023/05/30,3,0,クロダイ,クロダイ,メイン,午後クロダイ,午後,2,33,17,1,25,47,,,,,,,,,,,,,,,,,,,,乗合船の釣果。。,,
林遊船,江戸川放水路･原木中山,2023/05/27,1,0,クロダイ,クロダイ,メイン,午前クロダイ,午前,7,17,12,1,30,48,,,,,,,,,,,,,,,,,,,,,,
林遊船,江戸川放水路･原木中山,2023/05/27,2,0,アジ,アジ,メイン,アジ,,3,41,22,0,16,25,,,,,,,,,,,,,,,,,,,,乗合船の釣果。平均15匹。,,
林遊船,江戸川放水路･原木中山,2023/05/27,3,0,サワラ,サワラ,サブ,タチウオ,,0,5,2,1,90,110,,,,,,,,,,,,,,,,,"フグ,エソ,エイ",,,ルアー五目・乗合船の釣果。他にフグ・エソ・エイ。,,
林遊船,江戸川放水路･原木中山,2023/05/27,3,0,サワラ,サワラ,サブ,マゴチ,,2,2,2,1,,,,,,,,,,,,,,,,,,,"フグ,エソ,エイ",,,ルアー五目・乗合船の釣果。他にフグ・エソ・エイ。,,
林遊船,江戸川放水路･原木中山,2023/05/27,3,0,サワラ,サワラ,サブ,サバ,,2,2,2,1,,,,,,,,,,,,,,,,,,,"フグ,エソ,エイ",,,ルアー五目・乗合船の釣果。他にフグ・エソ・エイ。,,
林遊船,江戸川放水路･原木中山,2023/05/27,3,0,サワラ,サワラ,サブ,ホウボウ,,1,1,1,1,,,,,,,,,,,,,,,,,,,"フグ,エソ,エイ",,,ルアー五目・乗合船の釣果。他にフグ・エソ・エイ。,,
林遊船,江戸川放水路･原木中山,2023/05/27,4,0,クロダイ,クロダイ,メイン,午後クロダイ,午後,3,13,8,1,30,46,,,,,,,,,,,,,,,,,,,,乗合船の釣果。。,,
林遊船,江戸川放水路･原木中山,2023/05/22,1,0,クロダイ,クロダイ,メイン,午後クロダイ,午後,0,4,2,1,28,46,,,,,,,,,,,,,,,,,,,,乗合船の釣果。。,,
林遊船,江戸川放水路･原木中山,2023/05/20,1,0,アジ,アジ,メイン,アジ,,20,63,41,0,16,32,,,,,,,,,,,,,,,,,,,,乗合船の釣果。平均30匹。,,
林遊船,江戸川放水路･原木中山,2023/05/20,2,0,アジ,アジ,メイン,アジ,,20,67,43,0,16,28,,,,,,,,,,,,,,,,,,,,仕立船の釣果。平均30匹。,,
林遊船,江戸川放水路･原木中山,2023/05/20,3,0,サワラ,サワラ,サブ,マダイ,,2,2,2,1,,,2.2,5.8,,,,,,,,,,,,,,,,,,ルアー五目・乗合船の釣果。。,,
林遊船,江戸川放水路･原木中山,2023/05/20,3,0,サワラ,サワラ,サブ,タチウオ,,9,9,9,1,,,,,,,,,,,,,,,,,,,,,,ルアー五目・乗合船の釣果。。,,
林遊船,江戸川放水路･原木中山,2023/05/20,4,0,クロダイ,クロダイ,メイン,午後クロダイ,午後,1,20,10,1,20,48,,,,,,,,,,,,,,,,,,,,乗合船の釣果。。,,
林遊船,江戸川放水路･原木中山,2023/05/19,1,0,シーバス,シーバス,メイン,午前シーバス,午前,1,2,1,1,40,72,,,,,,,,,,,,,,,,,,,,チャーター船の釣果。。,,
林遊船,江戸川放水路･原木中山,2023/05/19,2,0,アジ,アジ,メイン,アジ,,19,56,37,0,15,26,,,,,,,,,,,,,,,,,,,,乗合船の釣果。平均30匹。,,
林遊船,江戸川放水路･原木中山,2023/05/16,1,0,マゴチ,マゴチ,メイン,午前マゴチ,午前,0,1,0,1,40,53,,,,,,,,,,,,,,,,,,,,乗合船の釣果。。,,
林遊船,江戸川放水路･原木中山,2023/05/16,2,0,クロダイ,クロダイ,メイン,午後クロダイ,午後,0,18,9,1,30,47,,,,,,,,,,,,,,,,,,,,乗合船・2隻の高低。。,,
林遊船,江戸川放水路･原木中山,2023/05/15,1,0,クロダイ,クロダイ,メイン,午前クロダイ,午前,0,7,3,1,30,47,,,,,,,,,,,,,,,,,,,,乗合船の釣果。。,,
林遊船,江戸川放水路･原木中山,2023/05/15,2,0,アジ,アジ,メイン,アジ,,12,17,14,0,18,32,,,,,,,,,,,,,,,,,,,,乗合船・ボートの釣果。平均15匹。,,
林遊船,江戸川放水路･原木中山,2023/05/13,1,0,マゴチ,マゴチ,メイン,午前マゴチ,午前,0,5,2,1,30,62,,,,,,,,,,,,,,,,,,,,乗合船・2隻の高低。。,,
林遊船,江戸川放水路･原木中山,2023/05/13,2,0,アジ,アジ,メイン,アジ,,5,15,10,0,16,32,,,,,,,,,,,,,,,,,,,,仕立船の釣果。平均8匹。,,
林遊船,江戸川放水路･原木中山,2023/05/13,3,0,アジ,アジ,メイン,アジ,,5,39,22,0,16,33,,,,,,,,,,,,,,,,,,,,仕立船の釣果。平均15匹。,,
林遊船,江戸川放水路･原木中山,2023/05/13,4,0,クロダイ,クロダイ,メイン,午後クロダイ,午後,0,18,9,1,29,45,,,,,,,,,,,,,,,,,,,,乗合船の釣果。。,,
林遊船,江戸川放水路･原木中山,2023/05/11,1,0,クロダイ,クロダイ,メイン,午前クロダイ,午前,5,9,7,1,28,46,,,,,,,,,,,,,,,,,,,,,,
林遊船,江戸川放水路･原木中山,2023/05/11,2,0,クロダイ,クロダイ,メイン,午前クロダイ,午前,3,12,7,1,28,46,,,,,,,,,,,,,,,,,,,,乗合船の釣果。オデコなく好調でした。,,
林遊船,江戸川放水路･原木中山,2023/05/04,1,0,アジ,アジ,メイン,アジ,,18,51,34,0,15,26,,,,,,,,,,,,,,,,,,,,仕立船の釣果。平均25匹。,,
林遊船,江戸川放水路･原木中山,2023/05/04,2,0,マゴチ,マゴチ,メイン,午後マゴチ,午後,0,2,1,1,35,58,,,,,,,,,,,,,,,,,,,,,,
林遊船,江戸川放水路･原木中山,2023/05/04,3,0,クロダイ,クロダイ,メイン,午後クロダイ,午後,1,3,2,1,36,47,,,,,,,,,,,,,,,,,,,,チャーター船。。,,
林遊船,江戸川放水路･原木中山,2023/05/03,1,0,シーバス,シーバス,メイン,午前シーバス,午前,3,12,7,1,35,68,,,,,,,,,,,,,,,,,,,,チャーター船の釣果。。,,
林遊船,江戸川放水路･原木中山,2023/05/03,2,0,アジ,アジ,メイン,アジ,,5,30,17,0,16,28,,,,,,,,,,,,,,,,,,,,乗合船の釣果。平均20匹。,,
林遊船,江戸川放水路･原木中山,2023/05/03,3,0,クロダイ,クロダイ,メイン,午後クロダイ,午後,11,11,11,1,37,50,,,,,,,,,,,,,,,,,,,,乗合船の釣果。。,,
林遊船,江戸川放水路･原木中山,2023/05/02,1,0,アジ,アジ,メイン,アジ,,18,63,40,0,16,29,,,,,,,,,,,,,,,,,,,,乗合船の釣果。平均25匹。,,
林遊船,江戸川放水路･原木中山,2023/05/01,1,0,シーバス,シーバス,メイン,午前シーバス,午前,3,4,3,1,35,58,,,,,,,,,,,,,,,,,,,,,,
林遊船,江戸川放水路･原木中山,2023/05/01,2,0,クロダイ,クロダイ,メイン,午前クロダイ,午前,5,10,7,1,25,45,,,,,,,,,,,,,,,,,,,,乗合船の釣果。。,,
林遊船,江戸川放水路･原木中山,2023/05/01,3,0,アジ,アジ,メイン,アジ,,9,36,22,0,18,29,,,,,,,,,,,,,,,,,,,,乗合船の釣果。平均15匹。,,
林遊船,江戸川放水路･原木中山,2023/05/01,4,0,サワラ,サワラ,メイン,イナダ,,8,8,8,1,,,,,,,,,,,,,,,,,,,,,,ルアー五目・乗合船の釣果。。,,
林遊船,江戸川放水路･原木中山,2023/05/01,4,0,サワラ,サワラ,サブ,ホウボウ,,3,3,3,1,,,,,,,,,,,,,,,,,,,,,,ルアー五目・乗合船の釣果。。,,
林遊船,江戸川放水路･原木中山,2023/05/01,4,0,サワラ,サワラ,サブ,ムシガレイ,,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,ルアー五目・乗合船の釣果。。,,
林遊船,江戸川放水路･原木中山,2023/05/01,4,0,サワラ,サワラ,サブ,エソ,,7,7,7,1,,,,,,,,,,,,,,,,,,,,,,ルアー五目・乗合船の釣果。。,,
啓秀丸,福田港,2023/05/28,1,0,アジ,アジ,メイン,アジ,,,,,0,,,,,,福田沖,,,,,,,,,,,,,,,,,,
啓秀丸,福田港,2023/05/28,1,0,アジ,アジ,サブ,青物,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
啓秀丸,福田港,2023/05/27,1,0,アジ,アジ,メイン,アジ,,,,,0,,,,,,福田沖,,,,,,,,,,,,,,,,,,
啓秀丸,福田港,2023/05/26,1,0,アジ,アジ,メイン,アジ,,,,,0,,,,,,福田沖,,,,,,,,,,,,,,,,,,
啓秀丸,福田港,2023/05/26,1,0,アジ,アジ,サブ,青物,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
啓秀丸,福田港,2023/05/24,1,0,アジ,アジ,メイン,アジ,,,,,0,,,,,,福田沖,,,,,,,,,,,,,,,,,,
啓秀丸,福田港,2023/05/24,1,0,アジ,アジ,サブ,青物,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
啓秀丸,福田港,2023/05/22,1,0,アジ,アジ,メイン,アジ,,,,,0,,,,,,福田沖,,,,,,,,,,,,,,,,,,
啓秀丸,福田港,2023/05/21,1,0,アジ,アジ,メイン,アジ,,,,,0,,,,,,福田沖,,,,,,,,,,,,,,,,,,
啓秀丸,福田港,2023/05/18,1,0,アジ,アジ,メイン,アジ,,,,,0,,,,,,福田沖,,,,,,,,,,,,,,,,,,
啓秀丸,福田港,2023/05/17,1,0,アジ,アジ,メイン,アジ,,,,,0,,,,,,福田沖,,,,,,,,,,,,,,,,,,
啓秀丸,福田港,2023/05/16,1,0,アジ,アジ,メイン,アジ,,,,,0,,,,,,福田沖,,,,,,,,,,,,,,,,,,
啓秀丸,福田港,2023/05/14,1,0,アジ,アジ,メイン,アジ,,,,,0,,,,,,福田沖,,,,,,,,,,,,,,,,,,
啓秀丸,福田港,2023/05/13,1,0,アジ,アジ,メイン,アジ,,,,,0,,,,,,福田沖,,,,,,,,,,,,,,,,,,
啓秀丸,福田港,2023/05/11,1,0,アジ,アジ,メイン,アジ,,,,,0,,,,,,福田沖,,,,,,,,,,,,,,,,,,
啓秀丸,福田港,2023/05/03,1,0,アジ,アジ,メイン,アジ,,,,,0,,,,,,福田沖,,,,,,,,,,,,,,,,,,
啓秀丸,福田港,2023/05/02,1,0,アジ,アジ,メイン,アジ,,,,,0,,,,,,福田沖,,,,,,,,,,,,,,,,,,
啓秀丸,福田港,2023/05/01,1,0,アジ,アジ,メイン,アジ,,,,,0,,,,,,福田沖,,,,,,,,,,,,,,,,,,
あまさけや丸,松輪江奈港,2023/05/31,1,0,マダイ,マダイ,メイン,マダイ,,0,3,1,0,,,0.8,2.5,,剣崎沖,,,,,,,,,,,,,イサキ,,,他にイサキ。。,,
あまさけや丸,松輪江奈港,2023/05/29,1,0,マダイ,マダイ,メイン,マダイ,,0,1,0,0,,,1.0,3.0,,剣崎沖,,,,,,,,,,,,,"アジ,イサキ",,,他にアジ・イサキ。。,,
あまさけや丸,松輪江奈港,2023/05/29,2,0,マダイ,マダイ,メイン,マダイ,,0,2,1,0,,,0.8,1.0,,剣崎沖,,,,,,,,,,,,,"アジ,イサキ,クロダイ",,,他にアジ・イサキ・クロダイ。。,,
あまさけや丸,松輪江奈港,2023/05/28,1,0,アジ,アジ,メイン,アジ,,10,50,30,0,15,35,,,,剣崎沖,,,,,,,,,,,,,マトウダイ,,,アジ泳がせ。他にマトウダイ。,,
あまさけや丸,松輪江奈港,2023/05/28,1,0,アジ,アジ,サブ,ヒラメ,,,,,0,,,1.35,1.75,,,,,,,,,,,,,,,マトウダイ,,,アジ泳がせ。他にマトウダイ。,,
あまさけや丸,松輪江奈港,2023/05/28,2,0,マダイ,マダイ,メイン,マダイ,,0,1,0,0,,,1.0,1.0,,剣崎沖,,,,,,,,,,,,,"アジ,サバ",,,他にアジ・サバ。。,,
あまさけや丸,松輪江奈港,2023/05/27,1,0,マダイ,マダイ,メイン,マダイ,,0,4,2,0,,,0.8,1.5,,剣崎沖,,,,,,,,,,,,,イサキ,,,他にイサキ。。,,
あまさけや丸,松輪江奈港,2023/05/27,2,0,アジ,アジ,メイン,アジ,,30,80,55,0,25,40,,,,剣崎沖,,,,,,,,,,,,,"サバ,マトウダイ",,,他にサバ・マトウダイ。。,,
あまさけや丸,松輪江奈港,2023/05/26,1,0,マダイ,マダイ,メイン,マダイ,,0,2,1,0,,,0.8,2.0,,剣崎沖,,,,,,,,,,,,,"イサキ,アジ",,,他にイサキ・アジ。。,,
あまさけや丸,松輪江奈港,2023/05/26,2,0,マダイ,マダイ,メイン,マダイ,,0,1,0,0,,,0.8,1.2,,剣崎沖,,,,,,,,,,,,,イサキ,,,他にイサキ。。,,
あまさけや丸,松輪江奈港,2023/05/24,1,0,マダイ,マダイ,メイン,マダイ,,0,1,0,0,,,0.8,2.0,,剣崎沖,,,,,,,,,,,,,"アジ,サバ,イサキ",,,他にアジ・サバ・イサキ。。,,
あまさけや丸,松輪江奈港,2023/05/23,1,0,マダイ,マダイ,メイン,マダイ,,0,2,1,0,,,0.8,1.5,,,,,,,,,,,,,,,"アジ,サバ,ウマヅラハギ",,,他にアジ・サバ・ウマヅラハギ。。,,
あまさけや丸,松輪江奈港,2023/05/22,1,0,マダイ,マダイ,メイン,マダイ,,0,2,1,0,,,1.5,4.0,,剣崎沖,,,,,,,,,,,,,"イサキ,クロダイ,メジナ",,,マダイ他3.8kg。他にイサキ・クロダイ・メジナ・カワハギ。,,
あまさけや丸,松輪江奈港,2023/05/22,1,0,マダイ,マダイ,サブ,カンパチ,,,,,0,,,3.3,3.6,,,,,,,,,,,,,,,"イサキ,クロダイ,メジナ",,,マダイ他3.8kg。他にイサキ・クロダイ・メジナ・カワハギ。,,
あまさけや丸,松輪江奈港,2023/05/21,1,0,マダイ,マダイ,メイン,マダイ,,0,1,0,0,,,1.5,3.5,,剣崎沖,,,,,,,,,,,,,"イサキ,アジ,クロダイ",,,他にイサキ・アジ・クロダイ・メジナ。。,,
あまさけや丸,松輪江奈港,2023/05/21,2,0,アジ,アジ,メイン,アジ,,10,25,17,0,25,40,,,,剣崎沖,,,,,,,,,,,,,サバ,,,他にサバ。。,,
あまさけや丸,松輪江奈港,2023/05/20,1,0,マダイ,マダイ,メイン,マダイ,,0,1,0,0,,,1.2,1.5,,剣崎沖,,,,,,,,,,,,,"サバ,イサキ,カワハギ",,,他にサバ・イサキ・カワハギ。。,,
あまさけや丸,松輪江奈港,2023/05/20,2,0,マダイ,マダイ,メイン,マダイ,,0,1,0,0,,,0.8,1.0,,,,,,,,,,,,,,,,,,,,
あまさけや丸,松輪江奈港,2023/05/20,3,0,アジ,アジ,メイン,マアジ,,15,25,20,0,25,35,,,,剣崎沖,,,,,,,,,,,,,サバ,,,他にサバ。。,,
あまさけや丸,松輪江奈港,2023/05/19,1,0,マダイ,マダイ,メイン,マダイ,,0,3,1,0,,,1.5,3.6,,剣崎沖,,,,,,,,,,,,,"アジ,クロダイ,イサキ",,,他2.3kg。他にアジ・クロダイ・イサキ・メジナ・ハナダイ・サバ。,,
あまさけや丸,松輪江奈港,2023/05/19,2,0,マダイ,マダイ,メイン,マダイ,,0,3,1,0,,,0.8,1.5,,,,,,,,,,,,,,,"アジ,サバ,クロダイ",,,他にアジ・サバ・クロダイ・メジナ・イサキ。。,,
あまさけや丸,松輪江奈港,2023/05/18,1,0,マダイ,マダイ,メイン,マダイ,,0,3,1,0,,,0.8,3.3,,剣崎沖,,,,,,,,,,,,,"アジ,サバ",,,他にアジ・サバ。。,,
あまさけや丸,松輪江奈港,2023/05/18,2,0,マダイ,マダイ,メイン,マダイ,,0,1,0,0,,,0.8,0.8,,剣崎沖,,,,,,,,,,,,,"イサキ,サバ",,,他にイサキ・サバ。。,,
あまさけや丸,松輪江奈港,2023/05/16,1,0,マダイ,マダイ,メイン,マダイ,,1,3,2,0,,,1.0,2.0,,剣崎沖,,,,,,,,,,,,,"アジ,メジナ",,,他にアジ・メジナ。。,,
あまさけや丸,松輪江奈港,2023/05/16,2,0,マダイ,マダイ,メイン,マダイ,,0,1,0,0,,,1.0,1.5,,剣崎沖,,,,,,,,,,,,,"アジ,カワハギ,ウマヅラハギ",,,他にアジ・カワハギ・ウマヅラハギ。。,,
あまさけや丸,松輪江奈港,2023/05/15,1,0,マダイ,マダイ,メイン,マダイ,,0,3,1,0,,,0.8,4.5,,剣崎沖,,,,,,,,,,,,,"アジ,イサキ,メジナ",,,他にアジ・イサキ・メジナ。。,,
あまさけや丸,松輪江奈港,2023/05/15,2,0,マダイ,マダイ,サブ,大アジ,,17,18,17,0,,,,,,,,,,,,,,,,,,,,,,,,
あまさけや丸,松輪江奈港,2023/05/15,3,0,マダイ,マダイ,メイン,マダイ,,0,5,2,0,,,1.0,4.0,,剣崎沖,,,,,,,,,,,,,"アジ,サバ",,,他にアジ・サバ。。,,
あまさけや丸,松輪江奈港,2023/05/14,1,0,マダイ,マダイ,メイン,マダイ,,0,1,0,0,,,4.9,4.9,,剣崎沖,,,,,,,,,,,,,,,,,,
あまさけや丸,松輪江奈港,2023/05/14,2,0,マダイ,マダイ,メイン,マダイ,,0,2,1,0,,,1.1,2.7,,,,,,,,,,,,,,,,,,,,
あまさけや丸,松輪江奈港,2023/05/14,3,0,マダイ,マダイ,メイン,マダイ,,0,2,1,0,,,1.6,3.5,,剣崎沖,,,,,,,,,,,,,クロダイ,,,他にクロダイ。。,,
あまさけや丸,松輪江奈港,2023/05/13,1,0,マダイ,マダイ,メイン,マダイ,,3,5,4,0,,,0.8,2.3,,剣崎沖,,,,,,,,,,,,,"メジナ,イサキ,イナダ",,,他1.5kg、2kg。他にメジナ・イサキ・イナダ・カワハギ等。,,
あまさけや丸,松輪江奈港,2023/05/13,2,0,マダイ,マダイ,メイン,マダイ,,0,4,2,0,,,0.8,1.8,,,,,,,,,,,,,,,,,,型見れずの人も。。,,
あまさけや丸,松輪江奈港,2023/05/13,3,0,カサゴ,カサゴ,メイン,カサゴ,,5,24,14,0,15,30,,,,剣崎沖,,,,,,,,,,,,,"オニカサゴ,アカハタ",,,他にオニカサゴ・アカハタ。。,,
あまさけや丸,松輪江奈港,2023/05/13,3,0,カサゴ,カサゴ,メイン,ハタ,,,,,0,50,50,,,,,,,,,,,,,,,,,"オニカサゴ,アカハタ",,,他にオニカサゴ・アカハタ。。,,
あまさけや丸,松輪江奈港,2023/05/13,4,0,アジ,アジ,メイン,アジ,,7,25,16,0,15,46,,,,,,,,,,,,,,,,,,,,,,
あまさけや丸,松輪江奈港,2023/05/12,1,0,マダイ,マダイ,メイン,マダイ,,0,2,1,0,,,0.8,1.0,,剣崎沖,,,,,,,,,,,,,,,,,,
あまさけや丸,松輪江奈港,2023/05/11,1,0,マダイ,マダイ,メイン,マダイ,,2,5,3,0,,,0.8,2.0,,剣崎沖,,,,,,,,,,,,,"クロダイ,イサキ,メジナ",,,他にクロダイ・イサキ・メジナ・カワハギ。。,,
あまさけや丸,松輪江奈港,2023/05/10,1,0,マダイ,マダイ,メイン,マダイ,,0,2,1,0,,,1.2,2.8,,剣崎沖,,,,,,,,,,,,,"カワハギ,トラフグ,アジ",,,他にカワハギ・トラフグ・アジ。。,,
あまさけや丸,松輪江奈港,2023/05/10,2,0,マダイ,マダイ,メイン,マダイ,,0,1,0,0,,,1.5,1.5,,剣崎沖,,,,,,,,,,,,,アジ,,,他にアジ。。,,
あまさけや丸,松輪江奈港,2023/05/09,1,0,マダイ,マダイ,メイン,マダイ,,1,2,1,0,,,1.2,3.4,,剣崎沖,,,,,,,,,,,,,,,,,,
あまさけや丸,松輪江奈港,2023/05/09,2,0,マダイ,マダイ,メイン,マダイ,,1,1,1,0,,,0.8,2.9,,剣崎沖,,,,,,,,,,,,,アジ,,,他にアジ。。,,
あまさけや丸,松輪江奈港,2023/05/05,1,0,マダイ,マダイ,メイン,マダイ,,0,3,1,0,,,0.7,3.45,,剣崎沖,,,,,,,,,,,,,,,,,,
あまさけや丸,松輪江奈港,2023/05/05,2,0,マダイ,マダイ,メイン,マダイ,,0,2,1,0,,,0.8,3.3,,,,,,,,,,,,,,,,,,,,
あまさけや丸,松輪江奈港,2023/05/05,3,0,マダイ,マダイ,メイン,マダイ,,0,2,1,0,,,1.1,4.5,,剣崎沖,,,,,,,,,,,,,"メジナ,クロダイ,アジ",,,他にメジナ・クロダイ・アジ。。,,
あまさけや丸,松輪江奈港,2023/05/05,4,0,マダイ,マダイ,メイン,マダイ,,0,2,1,0,,,0.8,2.5,,,,,,,,,,,,,,,,,,,,
あまさけや丸,松輪江奈港,2023/05/04,1,0,マダイ,マダイ,メイン,マダイ,,0,3,1,0,,,0.8,1.9,,剣崎沖,,,,,,,,,,,,,"メジナ,クロダイ,アジ",,,他にメジナ・クロダイ・アジ。。,,
あまさけや丸,松輪江奈港,2023/05/04,2,0,マダイ,マダイ,メイン,マダイ,,0,1,0,0,,,0.8,3.5,,,,,,,,,,,,,,,,,,,,
あまさけや丸,松輪江奈港,2023/05/04,3,0,マダイ,マダイ,メイン,マダイ,,0,2,1,0,,,0.7,2.0,,剣崎沖,,,,,,,,,,,,,"メジナ,アジ",,,他にメジナ・アジ。。,,
あまさけや丸,松輪江奈港,2023/05/03,1,0,マダイ,マダイ,メイン,マダイ,,0,1,0,0,,,2.0,2.8,,剣崎沖,,,,,,,,,,,,,"クロダイ,アジ",,,他にクロダイ・アジ。。,,
あまさけや丸,松輪江奈港,2023/05/03,2,0,マダイ,マダイ,メイン,マダイ,,0,1,0,0,,,3.5,3.5,,,,,,,,,,,,,,,,,,,,
あまさけや丸,松輪江奈港,2023/05/03,3,0,マダイ,マダイ,メイン,マダイ,,0,1,0,0,,,0.9,1.2,,剣崎沖,,,,,,,,,,,,,アジ,,,他にアジ。。,,
あまさけや丸,松輪江奈港,2023/05/02,1,0,マダイ,マダイ,メイン,マダイ,,0,2,1,0,,,2.7,4.7,,剣崎沖,,,,,,,,,,,,,,,,,,
あまさけや丸,松輪江奈港,2023/05/02,2,0,マダイ,マダイ,メイン,マダイ,,0,2,1,0,,,1.0,1.2,,,,,,,,,,,,,,,,,,,,
あまさけや丸,松輪江奈港,2023/05/02,3,0,マダイ,マダイ,メイン,マダイ,,0,1,0,0,,,1.7,4.6,,剣崎沖,,,,,,,,,,,,,アジ,,,他にアジ。。,,
あまさけや丸,松輪江奈港,2023/05/01,1,0,マダイ,マダイ,メイン,マダイ,,0,3,1,0,,,0.8,2.0,,剣崎沖,,,,,,,,,,,,,"アジ,クロダイ",,,他にアジ・クロダイ。。,,
あまさけや丸,松輪江奈港,2023/05/01,2,0,マダイ,マダイ,メイン,マダイ,,0,3,1,0,,,1.8,2.0,,,,,,,,,,,,,,,,,,,,
あまさけや丸,松輪江奈港,2023/05/01,3,0,アジ,アジ,メイン,大アジ,,,,,0,38,40,,,,剣崎沖,,,,,,,,,,,,,,,,,,
秀丸,沼津内港,2023/05/30,1,0,マルイカ,マルイカ,メイン,マルイカ,,9,9,9,0,15,20,,,,沼津沖,,,,,,,,,,,,,,,,早夜マルイカ。一つスッテ(イカメタル)。,,
秀丸,沼津内港,2023/05/28,1,0,マルイカ,マルイカ,メイン,マルイカ,,5,8,6,0,15,20,,,,沼津沖,,,,,,,,,,,,,,,,早夜マルイカ。一つスッテ(イカメタル)。,,
秀丸,沼津内港,2023/05/27,1,0,マルイカ,マルイカ,メイン,マルイカ,,0,7,3,0,15,20,,,,沼津沖,,,,,,,,,,,,,,,,早夜マルイカ。一つスッテ(イカメタル)。,,
秀丸,沼津内港,2023/05/27,2,0,マルイカ,マルイカ,メイン,マルイカ,,0,4,2,0,15,20,,,,沼津沖,,,,,,,,,,,,,,,,早夜マルイカ。直結・ブランコ仕掛け。,,
秀丸,沼津内港,2023/05/25,1,0,マルイカ,マルイカ,メイン,マルイカ,,1,4,2,0,15,20,,,,沼津沖,,,,,,,,,,,,,,,,早夜マルイカ。一つスッテ(イカメタル)。,,
秀丸,沼津内港,2023/05/20,1,0,マルイカ,マルイカ,メイン,マルイカ,,3,3,3,1,15,20,,,,沼津沖,,,,,,,,,,,,,,,,早夜マルイカ。マルイカ試し釣りに行ってきましたが、船中3匹しか釣れませんでした。,,
秀丸,沼津内港,2023/05/14,1,0,ムギイカ,ムギイカ,メイン,ムギイカ,,3,3,3,0,15,30,,,,沼津沖,,,,,,,,,,,,,,,,早夜ムギイカ。一つスッテ(イカメタル)。,,
秀丸,沼津内港,2023/05/09,1,0,ムギイカ,ムギイカ,メイン,ムギイカ,,0,2,1,0,15,30,,,,沼津沖,,,,,,,,,,,,,,,,早夜ムギイカ。電動直結仕掛け・電動ブランコ仕掛け。,,
秀丸,沼津内港,2023/05/09,2,0,ムギイカ,ムギイカ,メイン,ムギイカ,,0,3,1,0,15,30,,,,沼津沖,,,,,,,,,,,,,,,,,,
秀丸,沼津内港,2023/05/04,1,0,ムギイカ,ムギイカ,メイン,ムギイカ,,1,17,9,0,15,30,,,,沼津沖,,,,,,,,,,,,,,,,早夜ムギイカ。電動直結仕掛け・電動ブランコ仕掛け。,,
