ship,area,date,fish,cnt_min,cnt_max,cnt_avg,size_min,size_max,kg_min,kg_max,is_boat,point_place,point_depth
春盛丸,長井漆山港,2026/03/25,マルイカ,4,31,17,10,25,,,0,城ヶ島沖,
春盛丸,長井漆山港,2026/03/24,ヤリイカ,7,16,11,25,45,,,0,近場,
春盛丸,長井漆山港,2026/03/23,ヤリイカ,6,8,7,25,45,,,0,,
春盛丸,長井漆山港,2026/03/21,ヤリイカ,2,14,8,25,45,,,0,,
春盛丸,長井漆山港,2026/03/18,スルメイカ,0,10,5,25,40,,,0,沖ノ瀬～洲崎沖,
こなや丸,長浦,2026/03/25,サワラ,12,38,25,48,94,,,1,,
こなや丸,長浦,2026/03/25,ワラサ,5,5,5,,,3.8,4.4,1,,
こなや丸,長浦,2026/03/22,サワラ,0,2,1,45,88,,,1,,
こなや丸,長浦,2026/03/22,ワラサ,2,2,2,,,3.3,6.7,1,,
こなや丸,長浦,2026/03/22,ワラサ,3,3,3,,,,,1,,
こなや丸,長浦,2026/03/21,アジ,8,48,28,17,29,,,0,木更津沖,
こなや丸,長浦,2026/03/21,サワラ,1,8,4,45,90,,,1,,
こなや丸,長浦,2026/03/21,マダイ,3,3,3,,,,,1,,
こなや丸,長浦,2026/03/20,サワラ,0,1,0,73,86,,,1,,
こなや丸,長浦,2026/03/20,不明,2,2,2,,,,,1,,
こなや丸,長浦,2026/03/20,不明,7,7,7,,,,,1,,
こなや丸,長浦,2026/03/19,サワラ,0,3,1,78,92,5.2,5.2,1,,
三次郎丸,飯岡港,2026/03/22,ヒラメ,0,4,2,,,0.3,2.7,0,飯岡沖,10m
三次郎丸,飯岡港,2026/03/22,マダイ,0,3,1,,,0.3,0.7,0,飯岡沖,25m
三次郎丸,飯岡港,2026/03/21,ヒラメ,0,5,2,,,0.3,1.8,0,飯岡沖,15m
三次郎丸,飯岡港,2026/03/21,カサゴ,1,3,2,,,0.4,1.5,0,飯岡沖,130m
三次郎丸,飯岡港,2026/03/21,不明,0,1,0,,,0.5,2.4,0,,
三次郎丸,飯岡港,2026/03/20,ヒラメ,0,3,1,,,0.3,3.6,0,飯岡沖,10m
三次郎丸,飯岡港,2026/03/20,マダイ,0,7,3,,,0.3,0.7,0,飯岡沖,30m
三次郎丸,飯岡港,2026/03/12,マダイ,6,15,10,,,0.5,7.0,0,飯岡沖,30m
三次郎丸,飯岡港,2026/03/11,ヒラメ,1,5,3,,,0.6,2.6,0,飯岡沖,10m
太幸丸,飯岡港,2026/03/25,不明,16,46,31,18,40,,,0,,
太幸丸,飯岡港,2026/03/24,不明,10,42,26,18,38,,,0,,
太幸丸,飯岡港,2026/03/23,ヒラメ,1,5,3,,,0.8,1.3,0,,
太幸丸,飯岡港,2026/03/22,マダイ,0,1,0,,,0.3,0.8,0,,
太幸丸,飯岡港,2026/03/22,ヒラメ,0,4,2,,,0.8,1.8,0,,
太幸丸,飯岡港,2026/03/21,不明,12,41,26,18,35,,,0,,
太幸丸,飯岡港,2026/03/21,アジ,2,11,6,35,43,,,0,,
幸丸,飯岡港,2026/03/25,マダイ,1,28,14,,,0.3,1.6,0,,30m
幸丸,飯岡港,2026/03/25,フグ,,,,,,6.9,6.9,0,,
幸丸,飯岡港,2026/03/25,マダイ,2,26,14,,,0.3,0.7,0,,30m
幸丸,飯岡港,2026/03/25,ヒラメ,2,10,6,,,0.5,3.6,0,,30m
幸丸,飯岡港,2026/03/25,ヒラメ,2,11,6,,,0.7,4.3,0,,10～30m
幸丸,飯岡港,2026/03/24,マダイ,0,8,4,,,0.3,2.3,0,,15m
幸丸,飯岡港,2026/03/24,マダイ,0,17,8,,,0.3,1.0,0,,15m
幸丸,飯岡港,2026/03/24,ヒラメ,1,6,3,,,0.5,3.5,0,,10m
幸丸,飯岡港,2026/03/23,マダイ,2,20,11,,,0.3,1.0,0,,25m
幸丸,飯岡港,2026/03/23,マダイ,0,11,5,,,0.3,0.8,0,,20m
幸丸,飯岡港,2026/03/23,ヒラメ,7,12,9,,,0.7,2.1,0,,10～50m
幸丸,飯岡港,2026/03/22,マダイ,2,19,10,,,0.3,5.3,0,,30m
幸丸,飯岡港,2026/03/22,マダイ,1,13,7,,,0.3,1.3,0,,20m
幸丸,飯岡港,2026/03/22,マダイ,0,12,6,,,0.3,1.5,0,,30m
幸丸,飯岡港,2026/03/22,ヒラメ,0,2,1,,,0.5,2.3,0,,15m
幸丸,飯岡港,2026/03/22,ヒラメ,0,3,1,81,81,0.6,6.0,0,,20～50m
幸丸,飯岡港,2026/03/21,マダイ,1,16,8,,,0.3,1.7,0,,15～30m
幸丸,飯岡港,2026/03/21,マダイ,0,13,6,,,0.3,2.1,0,,15m
幸丸,飯岡港,2026/03/21,マダイ,0,11,5,,,0.3,1.3,0,,30m
幸丸,飯岡港,2026/03/21,マダイ,0,9,4,,,0.3,2.8,0,,20m
幸丸,飯岡港,2026/03/21,ヒラメ,0,3,1,,,0.5,2.1,0,,15m
梅花丸,飯岡港,2026/03/25,マダイ,0,9,4,,,0.3,1.2,0,,
梅花丸,飯岡港,2026/03/23,マダイ,0,8,4,,,0.3,1.2,0,,
梅花丸,飯岡港,2026/03/23,マダイ,0,5,2,,,0.3,0.8,0,,
梅花丸,飯岡港,2026/03/22,マダイ,0,15,7,,,0.3,3.0,0,,
梅花丸,飯岡港,2026/03/22,マダイ,0,17,8,,,0.4,2.0,0,,
梅花丸,飯岡港,2026/03/21,マダイ,0,7,3,,,0.4,2.0,0,,
梅花丸,飯岡港,2026/03/21,マダイ,0,9,4,,,0.3,1.0,0,,
梅花丸,飯岡港,2026/03/20,マダイ,0,3,1,,,0.3,1.5,0,,
福よし丸,鴨居大室港,2026/03/24,タチウオ,0,3,1,60,80,,,0,久里浜沖タナ140～190m・,70～90m
福よし丸,鴨居大室港,2026/03/24,アジ,9,23,16,23,32,,,0,,
福よし丸,鴨居大室港,2026/03/22,タチウオ,5,15,10,60,90,,,0,久里浜沖タナ80～160m・,85m
福よし丸,鴨居大室港,2026/03/22,アジ,20,31,25,23,28,,,0,,
釣船 五郎丸,鴨居大室港,2026/03/24,アジ,20,63,41,23,38,,,0,鴨居沖～久里浜沖,40～90m
釣船 五郎丸,鴨居大室港,2026/03/23,アジ,13,28,20,24,36,,,0,鴨井沖～久里浜沖,40～90m
釣船 五郎丸,鴨居大室港,2026/03/23,タチウオ,2,8,5,60,101,,,0,猿島沖～久里浜沖,40～130m
釣船 五郎丸,鴨居大室港,2026/03/23,タチウオ,3,3,3,60,101,,,0,,
釣船 五郎丸,鴨居大室港,2026/03/22,アジ,10,51,30,24,36,,,0,鴨居沖～観音崎沖～久里浜沖,40～90m
釣船 五郎丸,鴨居大室港,2026/03/22,アジ,7,23,15,24,36,,,0,鴨居沖～観音崎沖～久里浜沖,40～90m
釣船 五郎丸,鴨居大室港,2026/03/22,タチウオ,1,1,1,,,,,0,猿島沖～久里浜沖,50～100m
釣船 五郎丸,鴨居大室港,2026/03/22,タチウオ,0,4,2,90,107,,,0,,
釣船 五郎丸,鴨居大室港,2026/03/21,アジ,8,45,26,22,38,,,0,久里浜沖～観音崎沖,50～90m
釣船 五郎丸,鴨居大室港,2026/03/21,アジ,7,26,16,22,38,,,0,久里浜沖～観音崎沖,50～90m
釣船 五郎丸,鴨居大室港,2026/03/21,タチウオ,2,8,5,65,110,,,0,猿島沖～久里浜沖,50～90m
釣船 五郎丸,鴨居大室港,2026/03/21,タチウオ,0,5,2,65,110,,,0,,
釣船 五郎丸,鴨居大室港,2026/03/20,アジ,10,41,25,24,36,,,0,久里浜沖,90m前後
釣船 五郎丸,鴨居大室港,2026/03/20,アジ,10,30,20,24,36,,,0,久里浜沖,90m前後
ARCADIA SALTWATER SERVICE,鹿島市新浜,2026/03/22,マダイ,,,,,,3.84,3.84,0,,
ARCADIA SALTWATER SERVICE,鹿島市新浜,2026/03/22,ヒラメ,3,3,3,,,,,1,,
ARCADIA SALTWATER SERVICE,鹿島市新浜,2026/03/20,不明,1,1,1,,,4.5,4.5,1,,
ARCADIA SALTWATER SERVICE,鹿島市新浜,2026/03/20,ワラサ,5,5,5,,,,,1,,
大春丸,鹿島港,2026/03/25,マダイ,0,4,2,,,0.54,4.22,0,鹿島沖,30m前後
大春丸,鹿島港,2026/03/23,マダイ,0,7,3,,,0.6,4.26,0,鹿島沖,20～30m
大春丸,鹿島港,2026/03/21,マダイ,0,6,3,,,0.5,3.06,0,鹿島沖,20～30m
大春丸,鹿島港,2026/03/18,マダイ,0,4,2,,,1.0,3.9,0,鹿島沖,20～30m
幸栄丸,鹿島港,2026/03/25,マハタ,0,4,2,,,0.7,1.7,0,,
幸栄丸,鹿島港,2026/03/25,ヒラメ,0,9,4,,,0.6,3.4,0,,
幸栄丸,鹿島港,2026/03/25,マハタ,2,6,4,,,0.7,4.4,0,,
幸栄丸,鹿島港,2026/03/25,不明,0,2,1,,,3.2,3.6,0,,
幸栄丸,鹿島港,2026/03/25,ワラサ,0,2,1,,,,,0,,
幸栄丸,鹿島港,2026/03/23,マダイ,0,4,2,,,1.0,3.5,0,,
幸栄丸,鹿島港,2026/03/23,マハタ,0,1,0,,,0.7,1.5,0,,
幸栄丸,鹿島港,2026/03/23,ヒラメ,2,9,5,,,0.6,4.7,0,,
幸栄丸,鹿島港,2026/03/22,マダイ,0,4,2,,,0.7,2.9,0,,
幸栄丸,鹿島港,2026/03/22,ヒラメ,0,10,5,,,0.7,5.2,0,,
幸栄丸,鹿島港,2026/03/22,マハタ,0,2,1,,,0.7,1.8,0,,
幸栄丸,鹿島港,2026/03/22,ワラサ,1,6,3,,,,,0,,
幸栄丸,鹿島港,2026/03/21,マダイ,0,5,2,,,0.5,2.6,0,,
幸栄丸,鹿島港,2026/03/21,不明,0,4,2,,,,,0,,
幸栄丸,鹿島港,2026/03/21,ヒラメ,0,7,3,,,0.7,5.3,0,,
幸栄丸,鹿島港,2026/03/21,マハタ,0,2,1,,,0.7,1.5,0,,
幸栄丸,鹿島港,2026/03/21,ヒラメ,0,5,2,,,0.7,3.5,0,,
幸栄丸,鹿島港,2026/03/21,不明,0,6,3,,,,,0,,
幸栄丸,鹿島港,2026/03/21,マダイ,0,3,1,,,0.7,2.3,0,,
幸栄丸,鹿島港,2026/03/20,マダイ,0,5,2,,,0.6,1.6,0,,
幸栄丸,鹿島港,2026/03/20,不明,0,5,2,,,,,0,,
幸栄丸,鹿島港,2026/03/20,ヒラメ,0,3,1,,,0.6,2.1,0,,
幸栄丸,鹿島港,2026/03/20,マハタ,0,2,1,,,0.5,1.6,0,,
幸栄丸,鹿島港,2026/03/20,ヒラメ,0,5,2,,,0.6,3.6,0,,
幸栄丸,鹿島港,2026/03/20,不明,0,3,1,,,,,0,,
幸栄丸,鹿島港,2026/03/20,ヒラメ,0,1,0,,,1.0,3.0,0,,
幸栄丸,鹿島港,2026/03/20,マダイ,0,6,3,,,0.5,4.2,0,,
第三幸栄丸,鹿島港,2026/03/25,マハタ,0,4,2,,,0.7,1.7,0,,
第三幸栄丸,鹿島港,2026/03/25,ヒラメ,0,9,4,,,0.6,3.4,0,,
第三幸栄丸,鹿島港,2026/03/25,マハタ,2,6,4,,,0.7,4.4,0,,
第三幸栄丸,鹿島港,2026/03/25,不明,0,2,1,,,3.2,3.6,0,,
第三幸栄丸,鹿島港,2026/03/25,ワラサ,0,2,1,,,,,0,,
第三幸栄丸,鹿島港,2026/03/23,マダイ,0,4,2,,,1.0,3.5,0,,
第三幸栄丸,鹿島港,2026/03/23,マハタ,0,1,0,,,0.7,1.5,0,,
第三幸栄丸,鹿島港,2026/03/23,ヒラメ,2,9,5,,,0.6,4.7,0,,
第三幸栄丸,鹿島港,2026/03/22,マダイ,0,4,2,,,0.7,2.9,0,,
第三幸栄丸,鹿島港,2026/03/22,ヒラメ,0,10,5,,,0.7,5.2,0,,
第三幸栄丸,鹿島港,2026/03/22,マハタ,0,2,1,,,0.7,1.8,0,,
第三幸栄丸,鹿島港,2026/03/22,ワラサ,1,6,3,,,,,0,,
第三幸栄丸,鹿島港,2026/03/21,マダイ,0,5,2,,,0.5,2.6,0,,
第三幸栄丸,鹿島港,2026/03/21,不明,0,4,2,,,,,0,,
第三幸栄丸,鹿島港,2026/03/21,ヒラメ,0,7,3,,,0.7,5.3,0,,
第三幸栄丸,鹿島港,2026/03/21,マハタ,0,2,1,,,0.7,1.5,0,,
第三幸栄丸,鹿島港,2026/03/21,ヒラメ,0,5,2,,,0.7,3.5,0,,
第三幸栄丸,鹿島港,2026/03/21,不明,0,6,3,,,,,0,,
第三幸栄丸,鹿島港,2026/03/21,マダイ,0,3,1,,,0.7,2.3,0,,
第三幸栄丸,鹿島港,2026/03/20,マダイ,0,5,2,,,0.6,1.6,0,,
第三幸栄丸,鹿島港,2026/03/20,不明,0,5,2,,,,,0,,
第三幸栄丸,鹿島港,2026/03/20,ヒラメ,0,3,1,,,0.6,2.1,0,,
第三幸栄丸,鹿島港,2026/03/20,マハタ,0,2,1,,,0.5,1.6,0,,
第三幸栄丸,鹿島港,2026/03/20,ヒラメ,0,5,2,,,0.6,3.6,0,,
第三幸栄丸,鹿島港,2026/03/20,不明,0,3,1,,,,,0,,
第三幸栄丸,鹿島港,2026/03/20,ヒラメ,0,1,0,,,1.0,3.0,0,,
第三幸栄丸,鹿島港,2026/03/20,マダイ,0,6,3,,,0.5,4.2,0,,
豊丸,鹿島港,2026/03/22,フグ,5,9,7,24,40,,,0,鹿島沖,20～30m
豊丸,鹿島港,2026/03/21,フグ,0,5,2,24,40,,,0,鹿島沖,22～30m
大正丸,久里浜,2026/03/25,マダイ,1,8,4,,,,,0,,
三浦丸,外川,2026/03/22,ヒラメ,1,4,2,,,,,0,外川沖,18m
三浦丸,外川,2026/03/24,ヒラメ,0,4,2,,,,,0,外川沖,17m
三浦丸,外川,2026/03/25,ヒラメ,2,7,4,,,,,0,川口沖,25m
瀬戸丸,松輪,2026/03/22,マルイカ,60,60,60,,,,,0,,
瀬戸丸,松輪,2026/03/22,マダイ,6,6,6,,,,,0,,
飯岡丸,腰越,2026/03/15,ヤリイカ,7,16,11,30,46,,,0,,
