point,date,hour,wave_height,wave_period,wind_speed,wind_dir,sst,weather_code
亀城根,2025-06-10,00,0.7,7.8,3.4,150,19.1,53
亀城根,2025-06-10,03,0.7,7.8,2.9,16,19.1,51
亀城根,2025-06-10,06,0.8,8.1,2.8,53,19.1,55
亀城根,2025-06-10,09,0.8,7.5,2.6,54,19.2,61
亀城根,2025-06-10,12,0.8,7.0,1.9,122,19.4,53
亀城根,2025-06-10,15,0.8,6.3,8.5,222,19.5,61
亀城根,2025-06-10,18,1.0,5.2,11.1,216,19.1,3
亀城根,2025-06-10,21,1.3,5.0,11.7,220,18.8,3
亀城根,2025-06-11,00,1.6,5.2,12.9,222,18.5,2
亀城根,2025-06-11,03,1.8,5.5,13.0,215,18.3,3
亀城根,2025-06-11,06,2.0,5.8,14.1,221,17.9,3
亀城根,2025-06-11,09,2.0,6.0,13.0,225,17.6,55
亀城根,2025-06-11,12,1.9,6.5,11.2,231,17.6,51
亀城根,2025-06-11,15,1.7,6.6,6.2,46,17.9,51
亀城根,2025-06-11,18,1.6,6.7,2.6,308,18.0,51
亀城根,2025-06-11,21,1.5,6.7,5.3,355,18.2,3
亀城根,2025-06-12,00,1.3,6.5,2.5,355,18.1,3
亀城根,2025-06-12,03,1.1,6.5,3.5,349,18.0,3
亀城根,2025-06-12,06,1.0,6.5,3.5,349,18.0,1
亀城根,2025-06-12,09,0.9,6.5,3.9,23,18.1,3
亀城根,2025-06-12,12,0.9,6.6,1.4,57,18.8,2
亀城根,2025-06-12,15,0.8,6.5,2.5,78,19.4,3
亀城根,2025-06-12,18,0.8,7.0,2.0,74,19.3,3
亀城根,2025-06-12,21,0.7,6.6,2.4,133,19.1,3
亀城根,2025-06-13,00,0.7,6.6,1.2,97,19.0,3
亀城根,2025-06-13,03,0.6,6.7,4.7,34,18.8,3
亀城根,2025-06-13,06,0.6,6.6,5.8,65,18.8,3
亀城根,2025-06-13,09,0.7,6.5,4.2,61,18.9,3
亀城根,2025-06-13,12,0.7,6.4,4.2,80,19.4,3
亀城根,2025-06-13,15,0.7,6.5,2.9,93,19.9,3
亀城根,2025-06-13,18,0.7,6.7,3.3,122,19.8,3
亀城根,2025-06-13,21,0.7,6.8,3.6,136,19.5,3
亀城根,2025-06-14,00,0.7,6.8,4.2,148,19.4,3
亀城根,2025-06-14,03,0.7,6.8,4.8,160,19.3,3
亀城根,2025-06-14,06,0.7,6.8,4.2,183,19.3,3
亀城根,2025-06-14,09,0.7,7.0,4.5,183,19.4,3
亀城根,2025-06-14,12,0.7,7.5,6.7,182,19.5,3
亀城根,2025-06-14,15,0.8,7.3,7.8,177,19.6,3
亀城根,2025-06-14,18,1.1,6.4,9.1,173,19.5,51
亀城根,2025-06-14,21,1.6,5.8,11.4,169,19.4,55
亀城根,2025-06-15,00,2.0,5.9,13.5,179,19.1,51
亀城根,2025-06-15,03,2.3,6.0,15.3,208,19.0,51
亀城根,2025-06-15,06,2.3,6.2,14.4,212,18.6,53
亀城根,2025-06-15,09,2.2,6.2,12.9,214,18.4,61
亀城根,2025-06-15,12,2.3,6.5,13.2,210,18.0,51
亀城根,2025-06-15,15,2.1,6.4,11.4,214,17.8,3
亀城根,2025-06-15,18,1.9,6.5,7.0,221,17.7,3
亀城根,2025-06-15,21,1.7,6.7,3.9,223,17.7,1
亀城根,2025-06-16,00,1.6,7.0,6.1,5,17.8,1
亀城根,2025-06-16,03,1.4,7.0,7.4,17,18.0,1
亀城根,2025-06-16,06,1.3,7.0,5.5,38,18.3,2
亀城根,2025-06-16,09,1.1,7.1,2.7,69,18.6,3
亀城根,2025-06-16,12,1.1,7.2,1.3,148,19.1,3
亀城根,2025-06-16,15,1.0,7.2,4.4,172,19.5,3
亀城根,2025-06-16,18,0.9,6.8,5.6,186,19.4,3
亀城根,2025-06-16,21,0.9,6.4,4.5,207,19.0,3
亀城根,2025-06-17,00,1.0,6.2,6.1,202,18.8,0
亀城根,2025-06-17,03,1.1,6.0,7.5,217,18.6,0
亀城根,2025-06-17,06,1.0,5.7,6.0,272,18.8,0
亀城根,2025-06-17,09,1.0,6.2,1.3,281,19.1,0
亀城根,2025-06-17,12,1.1,6.5,2.8,129,19.9,3
亀城根,2025-06-17,15,1.0,6.5,3.3,133,20.5,0
亀城根,2025-06-17,18,1.0,6.3,5.0,139,20.4,0
亀城根,2025-06-17,21,0.9,6.2,3.3,123,20.0,0
亀城根,2025-06-18,00,0.9,6.3,2.5,137,19.8,0
亀城根,2025-06-18,03,0.9,6.4,3.0,52,19.6,3
亀城根,2025-06-18,06,0.8,6.4,5.0,32,19.6,3
亀城根,2025-06-18,09,0.8,6.5,4.5,52,19.8,0
亀城根,2025-06-18,12,0.8,6.8,3.7,65,20.2,3
亀城根,2025-06-18,15,0.7,7.1,3.6,96,20.6,0
亀城根,2025-06-18,18,0.7,7.1,2.4,111,20.4,0
亀城根,2025-06-18,21,0.6,7.2,2.2,99,20.0,1
亀城根,2025-06-19,00,0.6,7.4,1.1,65,19.9,3
亀城根,2025-06-19,03,0.6,7.5,1.7,45,19.9,3
亀城根,2025-06-19,06,0.6,7.8,1.9,27,20.0,3
亀城根,2025-06-19,09,0.9,9.6,2.1,9,20.2,3
亀城根,2025-06-19,12,0.7,8.6,2.8,85,20.9,3
亀城根,2025-06-19,15,0.7,8.2,3.2,131,21.4,0
亀城根,2025-06-19,18,0.6,7.7,2.4,158,21.3,1
亀城根,2025-06-19,21,0.6,7.5,1.0,114,21.0,1
亀城根,2025-06-20,00,0.6,7.5,1.9,153,20.9,3
亀城根,2025-06-20,03,0.6,7.7,0.2,207,20.9,3
亀城根,2025-06-20,06,0.6,7.5,0.9,24,21.0,3
亀城根,2025-06-20,09,0.5,7.3,0.8,38,21.4,3
亀城根,2025-06-20,12,0.5,7.2,1.6,70,22.1,2
亀城根,2025-06-20,15,0.5,7.2,1.6,184,22.8,2
亀城根,2025-06-20,18,0.6,7.9,4.2,166,22.6,0
亀城根,2025-06-20,21,0.6,7.2,4.6,167,22.2,2
亀城根,2025-06-21,00,0.5,7.1,3.5,187,22.0,2
亀城根,2025-06-21,03,0.5,7.4,3.1,167,21.8,2
亀城根,2025-06-21,06,0.5,7.6,1.7,166,21.9,3
亀城根,2025-06-21,09,0.5,7.7,2.9,165,22.0,3
亀城根,2025-06-21,12,0.6,7.5,4.5,162,22.1,0
亀城根,2025-06-21,15,0.6,6.7,7.1,177,22.2,3
亀城根,2025-06-21,18,0.6,6.3,6.6,193,22.0,3
亀城根,2025-06-21,21,0.7,6.3,6.7,210,21.6,2
亀城根,2025-06-22,00,0.8,5.8,8.6,193,21.2,3
亀城根,2025-06-22,03,0.9,5.2,9.9,209,20.9,3
亀城根,2025-06-22,06,1.0,5.0,10.3,213,20.5,3
亀城根,2025-06-22,09,1.2,5.1,12.1,210,20.0,3
亀城根,2025-06-22,12,1.4,5.2,13.3,208,19.5,0
亀城根,2025-06-22,15,1.6,5.3,13.5,207,19.0,0
亀城根,2025-06-22,18,1.7,5.5,13.1,209,18.6,0
亀城根,2025-06-22,21,1.6,5.5,12.3,207,18.3,0
亀城根,2025-06-23,00,1.6,5.5,11.9,213,18.1,0
亀城根,2025-06-23,03,1.5,5.3,11.8,206,18.0,0
亀城根,2025-06-23,06,1.4,5.2,10.9,212,17.8,2
亀城根,2025-06-23,09,1.3,5.3,11.3,207,17.7,3
亀城根,2025-06-23,12,1.3,5.4,11.0,204,17.7,3
亀城根,2025-06-23,15,1.3,5.3,10.5,203,17.7,3
亀城根,2025-06-23,18,1.2,5.5,10.0,199,17.6,3
亀城根,2025-06-23,21,1.2,5.8,10.0,198,17.5,3
亀城根,2025-06-24,00,1.2,6.0,7.5,197,17.5,3
亀城根,2025-06-24,03,1.1,6.2,7.6,191,17.7,3
亀城根,2025-06-24,06,0.9,6.1,5.8,199,18.0,3
亀城根,2025-06-24,09,0.8,6.3,4.8,199,18.4,3
亀城根,2025-06-24,12,0.8,6.8,5.2,163,19.0,51
亀城根,2025-06-24,15,0.8,7.1,4.5,165,19.4,3
亀城根,2025-06-24,18,1.1,8.6,5.5,148,19.3,3
亀城根,2025-06-24,21,1.1,8.0,6.4,145,19.2,51
亀城根,2025-06-25,00,1.3,8.8,1.7,129,19.2,51
亀城根,2025-06-25,03,1.6,9.1,4.1,142,19.4,51
亀城根,2025-06-25,06,1.8,8.9,4.6,161,19.6,51
亀城根,2025-06-25,09,1.8,8.5,3.7,153,19.9,3
亀城根,2025-06-25,12,1.8,8.3,3.8,130,20.2,3
亀城根,2025-06-25,15,1.7,7.8,6.4,150,20.5,3
亀城根,2025-06-25,18,1.7,7.4,7.0,150,20.5,3
亀城根,2025-06-25,21,1.7,7.2,6.6,142,20.5,3
亀城根,2025-06-26,00,1.7,7.1,7.3,139,20.4,3
亀城根,2025-06-26,03,1.9,6.9,8.3,144,20.4,51
亀城根,2025-06-26,06,2.1,7.0,8.3,159,20.5,55
亀城根,2025-06-26,09,2.1,7.0,9.4,262,20.5,3
亀城根,2025-06-26,12,1.8,6.7,7.2,231,20.3,3
亀城根,2025-06-26,15,1.8,6.0,13.1,212,20.0,3
亀城根,2025-06-26,18,1.8,5.8,12.4,216,19.5,3
亀城根,2025-06-26,21,1.7,5.7,11.9,227,19.0,3
亀城根,2025-06-27,00,1.6,5.7,9.3,230,18.7,61
亀城根,2025-06-27,03,1.4,5.6,8.1,235,18.6,3
亀城根,2025-06-27,06,1.3,5.9,4.9,253,19.0,3
亀城根,2025-06-27,09,1.2,6.2,3.2,203,19.5,3
亀城根,2025-06-27,12,1.1,6.5,3.9,70,20.4,3
亀城根,2025-06-27,15,0.8,6.0,2.5,113,21.0,3
亀城根,2025-06-27,18,1.0,7.3,1.8,61,20.8,3
亀城根,2025-06-27,21,1.2,7.8,2.9,30,20.4,2
亀城根,2025-06-28,00,1.0,7.7,2.1,89,20.2,2
亀城根,2025-06-28,03,0.9,7.5,3.6,16,20.1,2
亀城根,2025-06-28,06,0.8,7.7,3.0,333,20.4,1
亀城根,2025-06-28,09,0.8,8.3,3.7,15,20.7,2
亀城根,2025-06-28,12,0.8,8.8,3.9,39,21.4,1
亀城根,2025-06-28,15,0.8,8.9,2.3,103,22.0,2
亀城根,2025-06-28,18,0.7,8.9,3.0,136,22.0,0
亀城根,2025-06-28,21,0.7,9.1,2.0,161,21.8,1
亀城根,2025-06-29,00,0.7,9.1,1.5,212,21.5,1
亀城根,2025-06-29,03,0.7,9.1,0.7,193,21.4,0
亀城根,2025-06-29,06,0.7,9.0,0.6,162,21.6,0
亀城根,2025-06-29,09,0.9,10.0,1.2,175,22.0,3
亀城根,2025-06-29,12,0.9,9.6,4.2,179,22.4,2
亀城根,2025-06-29,15,0.9,8.4,6.0,184,22.5,3
亀城根,2025-06-29,18,0.9,7.8,6.8,200,22.2,3
亀城根,2025-06-29,21,0.9,7.8,6.2,207,21.7,3
亀城根,2025-06-30,00,0.9,8.0,6.0,199,21.5,2
亀城根,2025-06-30,03,0.8,8.2,6.1,203,21.4,1
亀城根,2025-06-30,06,0.9,8.1,6.2,211,21.5,1
亀城根,2025-06-30,09,0.9,8.0,6.8,209,21.7,2
亀城根,2025-06-30,12,1.0,7.5,8.4,205,21.8,3
亀城根,2025-06-30,15,1.0,6.8,8.7,203,21.7,3
亀城根,2025-06-30,18,1.0,6.8,8.4,211,21.5,3
亀城根,2025-06-30,21,0.9,7.0,7.5,212,21.2,3
外川沖,2025-06-01,00,2.7,8.8,5.9,299,17.8,51
外川沖,2025-06-01,03,2.5,8.8,5.9,334,17.8,3
外川沖,2025-06-01,06,2.1,8.3,6.8,18,17.8,3
外川沖,2025-06-01,09,1.9,8.2,5.7,23,17.8,3
外川沖,2025-06-01,12,1.8,8.2,2.4,56,18.0,3
外川沖,2025-06-01,15,1.7,8.2,3.4,88,18.1,1
外川沖,2025-06-01,18,2.3,9.9,3.3,72,18.1,0
外川沖,2025-06-01,21,1.9,9.2,1.8,106,18.0,1
外川沖,2025-06-02,00,1.7,8.9,0.8,188,18.0,1
外川沖,2025-06-02,03,1.5,8.6,0.3,321,18.0,3
外川沖,2025-06-02,06,1.4,8.3,0.6,315,18.0,3
外川沖,2025-06-02,09,1.4,8.4,2.1,147,18.1,51
外川沖,2025-06-02,12,1.3,8.3,4.3,144,18.4,3
外川沖,2025-06-02,15,1.2,7.7,6.6,180,18.5,3
外川沖,2025-06-02,18,1.2,7.3,4.4,172,18.4,3
外川沖,2025-06-02,21,1.2,7.3,4.0,185,18.2,3
外川沖,2025-06-03,00,1.2,7.2,5.6,181,18.2,3
外川沖,2025-06-03,03,1.1,7.2,4.7,198,18.2,3
外川沖,2025-06-03,06,1.0,6.9,5.4,197,18.2,3
外川沖,2025-06-03,09,1.0,6.8,5.3,196,18.2,61
外川沖,2025-06-03,12,1.0,6.8,4.6,173,18.2,61
外川沖,2025-06-03,15,1.0,6.5,5.7,157,18.2,63
外川沖,2025-06-03,18,1.1,6.2,8.6,125,18.2,61
外川沖,2025-06-03,21,1.4,6.2,6.9,183,18.2,51
外川沖,2025-06-04,00,1.7,6.8,4.7,303,18.2,3
外川沖,2025-06-04,03,1.7,7.0,2.9,268,18.2,1
外川沖,2025-06-04,06,1.8,7.7,1.9,249,18.4,0
外川沖,2025-06-04,09,1.7,7.6,1.5,171,18.5,1
外川沖,2025-06-04,12,1.5,7.5,3.1,165,18.6,3
外川沖,2025-06-04,15,1.4,7.4,2.6,141,18.6,3
外川沖,2025-06-04,18,1.2,7.2,1.6,108,18.5,0
外川沖,2025-06-04,21,1.4,7.4,1.8,2,18.4,51
外川沖,2025-06-05,00,1.3,7.0,2.8,45,18.2,3
外川沖,2025-06-05,03,1.3,6.3,6.4,22,18.1,3
外川沖,2025-06-05,06,1.1,6.3,4.3,358,18.1,2
外川沖,2025-06-05,09,1.0,6.7,2.0,329,18.2,1
外川沖,2025-06-05,12,0.9,7.0,4.8,197,18.6,1
外川沖,2025-06-05,15,0.9,6.8,5.5,201,18.9,1
外川沖,2025-06-05,18,0.9,6.5,6.3,201,18.8,0
外川沖,2025-06-05,21,0.9,6.7,4.0,205,18.5,0
外川沖,2025-06-06,00,0.9,6.7,4.9,187,18.5,0
外川沖,2025-06-06,03,0.9,6.5,5.2,191,18.5,3
外川沖,2025-06-06,06,1.0,6.5,5.9,204,18.5,3
外川沖,2025-06-06,09,1.0,6.3,6.9,198,18.5,2
外川沖,2025-06-06,12,1.1,6.1,8.6,190,18.7,3
外川沖,2025-06-06,15,1.2,6.0,8.8,191,18.9,3
外川沖,2025-06-06,18,1.1,5.5,8.6,193,18.8,3
外川沖,2025-06-06,21,1.1,5.7,8.5,196,18.8,3
外川沖,2025-06-07,00,1.2,6.0,8.3,197,18.7,3
外川沖,2025-06-07,03,1.1,6.2,7.5,204,18.7,3
外川沖,2025-06-07,06,1.1,6.3,6.6,205,18.7,3
外川沖,2025-06-07,09,1.0,6.5,7.7,205,18.7,0
外川沖,2025-06-07,12,1.0,6.3,8.2,190,18.9,3
外川沖,2025-06-07,15,1.0,6.0,7.7,186,19.0,3
外川沖,2025-06-07,18,1.1,6.6,6.6,190,19.0,3
外川沖,2025-06-07,21,0.8,6.5,3.3,202,18.9,3
外川沖,2025-06-08,00,0.8,7.1,1.8,209,18.9,3
外川沖,2025-06-08,03,0.8,7.3,2.6,238,18.9,3
外川沖,2025-06-08,06,0.7,7.4,2.3,226,18.9,3
外川沖,2025-06-08,09,0.7,7.4,1.4,225,18.9,3
外川沖,2025-06-08,12,0.8,7.2,0.9,347,19.0,3
外川沖,2025-06-08,15,0.8,7.2,2.1,175,19.1,3
外川沖,2025-06-08,18,0.8,7.2,3.0,207,19.0,3
外川沖,2025-06-08,21,0.8,7.0,2.6,202,19.0,3
外川沖,2025-06-09,00,0.8,6.8,5.2,210,19.0,3
外川沖,2025-06-09,03,0.8,6.8,3.9,183,18.9,3
外川沖,2025-06-09,06,0.7,6.8,3.6,184,19.0,3
外川沖,2025-06-09,09,0.7,6.7,4.0,195,19.0,3
外川沖,2025-06-09,12,0.7,6.4,5.2,191,19.2,3
外川沖,2025-06-09,15,0.7,6.5,4.7,185,19.3,3
外川沖,2025-06-09,18,0.6,6.8,3.0,171,19.3,51
外川沖,2025-06-09,21,0.6,7.3,2.8,142,19.2,53
外川沖,2025-06-10,00,0.6,7.5,0.6,180,19.2,51
外川沖,2025-06-10,03,0.6,7.5,1.3,48,19.1,51
外川沖,2025-06-10,06,0.7,7.8,1.5,42,19.2,51
外川沖,2025-06-10,09,0.7,7.4,1.8,63,19.2,51
外川沖,2025-06-10,12,0.7,6.8,2.4,66,19.4,51
外川沖,2025-06-10,15,0.7,6.3,4.2,220,19.5,61
外川沖,2025-06-10,18,0.9,5.2,6.4,209,19.4,51
外川沖,2025-06-10,21,1.1,4.8,7.4,218,19.1,3
外川沖,2025-06-11,00,1.4,5.1,8.2,219,19.1,3
外川沖,2025-06-11,03,1.6,5.3,9.1,209,19.0,3
外川沖,2025-06-11,06,1.7,5.8,9.8,218,19.0,3
外川沖,2025-06-11,09,1.7,5.9,8.0,224,19.0,61
外川沖,2025-06-11,12,1.6,6.5,5.1,9,19.1,61
外川沖,2025-06-11,15,1.5,6.5,2.9,46,19.3,51
外川沖,2025-06-11,18,1.4,6.5,3.1,24,19.3,51
外川沖,2025-06-11,21,1.3,6.5,3.8,5,19.2,3
外川沖,2025-06-12,00,1.1,6.5,1.5,348,19.1,3
外川沖,2025-06-12,03,1.0,6.3,2.4,343,19.1,3
外川沖,2025-06-12,06,0.9,6.3,2.9,346,19.1,2
外川沖,2025-06-12,09,0.8,6.4,2.6,29,19.3,3
外川沖,2025-06-12,12,0.8,6.5,2.8,109,19.8,3
外川沖,2025-06-12,15,0.7,6.4,2.3,108,20.2,3
外川沖,2025-06-12,18,0.8,7.0,1.9,127,20.1,3
外川沖,2025-06-12,21,0.7,6.5,1.3,154,19.9,3
外川沖,2025-06-13,00,0.6,6.5,0.2,166,19.6,3
外川沖,2025-06-13,03,0.6,6.5,3.1,31,19.5,3
外川沖,2025-06-13,06,0.6,6.5,4.4,66,19.5,3
外川沖,2025-06-13,09,0.6,6.3,4.0,67,19.5,3
外川沖,2025-06-13,12,0.6,6.2,3.6,92,19.9,3
外川沖,2025-06-13,15,0.6,6.3,3.2,96,20.1,3
外川沖,2025-06-13,18,0.6,6.4,2.5,119,20.0,3
外川沖,2025-06-13,21,0.6,6.5,2.5,132,19.8,3
外川沖,2025-06-14,00,0.6,6.5,3.5,149,19.7,3
外川沖,2025-06-14,03,0.6,6.5,3.5,164,19.6,3
外川沖,2025-06-14,06,0.6,6.5,3.4,182,19.6,3
外川沖,2025-06-14,09,0.6,6.8,4.2,181,19.6,3
外川沖,2025-06-14,12,0.6,7.2,6.2,181,19.8,3
外川沖,2025-06-14,15,0.7,7.0,6.2,176,20.0,51
外川沖,2025-06-14,18,1.0,6.0,7.2,172,19.9,53
外川沖,2025-06-14,21,1.4,5.6,9.3,169,19.8,61
外川沖,2025-06-15,00,1.8,5.8,11.6,180,19.7,53
外川沖,2025-06-15,03,2.1,5.8,12.6,209,19.6,55
外川沖,2025-06-15,06,2.1,6.0,11.5,213,19.5,61
外川沖,2025-06-15,09,2.0,6.2,10.8,208,19.4,61
外川沖,2025-06-15,12,2.0,6.5,9.8,206,19.2,51
外川沖,2025-06-15,15,1.9,6.5,6.8,203,19.2,3
外川沖,2025-06-15,18,1.7,6.5,3.3,230,19.2,3
外川沖,2025-06-15,21,1.4,6.6,1.6,237,19.2,0
外川沖,2025-06-16,00,1.4,6.8,5.5,8,19.3,1
外川沖,2025-06-16,03,1.3,6.8,5.8,16,19.4,1
外川沖,2025-06-16,06,1.1,6.7,4.2,41,19.4,3
外川沖,2025-06-16,09,1.0,6.8,2.3,79,19.5,3
外川沖,2025-06-16,12,0.9,7.0,2.6,148,20.0,3
外川沖,2025-06-16,15,0.9,7.0,3.8,169,20.5,3
外川沖,2025-06-16,18,0.8,6.6,4.1,170,20.4,2
外川沖,2025-06-16,21,0.7,6.3,2.0,180,20.1,3
外川沖,2025-06-17,00,0.8,6.1,3.5,197,20.0,0
外川沖,2025-06-17,03,0.9,5.9,5.0,217,19.9,0
外川沖,2025-06-17,06,0.8,5.5,3.9,290,20.0,1
外川沖,2025-06-17,09,0.9,6.0,0.5,66,20.2,0
外川沖,2025-06-17,12,0.9,6.4,2.9,113,20.6,1
外川沖,2025-06-17,15,0.9,6.4,3.9,115,21.0,1
外川沖,2025-06-17,18,0.9,6.3,4.0,102,20.8,0
外川沖,2025-06-17,21,0.8,6.2,3.3,78,20.5,3
外川沖,2025-06-18,00,0.8,6.2,1.8,87,20.3,0
外川沖,2025-06-18,03,0.8,6.2,2.8,34,20.2,3
外川沖,2025-06-18,06,0.7,6.2,3.6,39,20.3,0
外川沖,2025-06-18,09,0.7,6.4,3.8,63,20.5,0
外川沖,2025-06-18,12,0.7,6.7,3.4,84,21.0,0
外川沖,2025-06-18,15,0.6,6.9,3.2,107,21.4,2
外川沖,2025-06-18,18,0.6,6.9,1.8,114,21.2,1
外川沖,2025-06-18,21,0.6,7.0,1.0,99,20.9,3
外川沖,2025-06-19,00,0.5,7.2,0.2,27,20.8,3
外川沖,2025-06-19,03,0.5,7.2,0.8,30,20.8,3
外川沖,2025-06-19,06,0.5,7.5,1.6,77,20.8,3
外川沖,2025-06-19,09,0.8,9.2,1.5,92,21.0,1
外川沖,2025-06-19,12,0.6,8.4,3.5,112,21.5,0
外川沖,2025-06-19,15,0.6,8.0,3.5,129,21.9,1
外川沖,2025-06-19,18,0.6,7.6,2.2,150,21.7,1
外川沖,2025-06-19,21,0.5,7.3,0.9,47,21.4,2
外川沖,2025-06-20,00,0.5,7.2,1.2,161,21.2,3
外川沖,2025-06-20,03,0.5,7.4,0.9,142,21.1,1
外川沖,2025-06-20,06,0.5,7.3,1.1,112,21.2,1
外川沖,2025-06-20,09,0.5,7.1,2.8,112,21.5,51
外川沖,2025-06-20,12,0.5,7.0,3.5,107,22.0,51
外川沖,2025-06-20,15,0.5,7.0,3.2,147,22.4,51
外川沖,2025-06-20,18,0.5,7.5,3.8,157,22.1,0
外川沖,2025-06-20,21,0.5,7.0,3.1,171,21.6,1
外川沖,2025-06-21,00,0.5,6.8,2.7,193,21.4,2
外川沖,2025-06-21,03,0.5,7.0,2.6,171,21.3,2
外川沖,2025-06-21,06,0.5,7.2,2.1,168,21.4,3
外川沖,2025-06-21,09,0.5,7.4,3.3,169,21.5,3
外川沖,2025-06-21,12,0.5,7.2,4.8,159,21.6,2
外川沖,2025-06-21,15,0.6,6.2,6.8,173,21.8,3
外川沖,2025-06-21,18,0.6,5.8,5.8,186,21.6,3
外川沖,2025-06-21,21,0.6,5.8,5.7,205,21.4,1
外川沖,2025-06-22,00,0.7,5.4,7.1,192,21.2,3
外川沖,2025-06-22,03,0.9,4.9,8.3,205,21.0,3
外川沖,2025-06-22,06,1.0,4.8,8.3,209,21.0,1
外川沖,2025-06-22,09,1.1,5.0,9.9,205,20.9,3
外川沖,2025-06-22,12,1.3,5.0,10.6,200,20.9,0
外川沖,2025-06-22,15,1.5,5.2,11.7,199,20.9,0
外川沖,2025-06-22,18,1.5,5.4,11.4,205,20.9,0
外川沖,2025-06-22,21,1.5,5.4,10.0,205,20.9,0
外川沖,2025-06-23,00,1.4,5.3,9.4,209,20.9,0
外川沖,2025-06-23,03,1.4,5.2,9.8,206,20.8,1
外川沖,2025-06-23,06,1.3,5.2,9.2,211,20.8,3
外川沖,2025-06-23,09,1.2,5.2,9.8,201,20.8,3
外川沖,2025-06-23,12,1.2,5.2,9.7,197,20.9,3
外川沖,2025-06-23,15,1.2,5.2,9.4,200,20.9,3
外川沖,2025-06-23,18,1.1,5.3,8.8,197,20.9,3
外川沖,2025-06-23,21,1.1,5.6,8.1,200,20.8,3
外川沖,2025-06-24,00,1.1,5.8,6.2,194,20.8,3
外川沖,2025-06-24,03,1.0,6.0,6.2,193,20.8,3
外川沖,2025-06-24,06,0.9,5.8,5.3,205,20.9,3
外川沖,2025-06-24,09,0.8,6.0,5.4,196,21.0,51
外川沖,2025-06-24,12,0.7,6.5,5.1,162,21.3,51
外川沖,2025-06-24,15,0.7,6.8,2.9,179,21.5,51
外川沖,2025-06-24,18,1.1,8.6,4.2,152,21.5,3
外川沖,2025-06-24,21,1.0,7.8,5.1,155,21.4,3
外川沖,2025-06-25,00,1.2,8.6,2.6,143,21.3,3
外川沖,2025-06-25,03,1.4,9.0,3.1,135,21.2,51
外川沖,2025-06-25,06,1.6,8.8,3.1,160,21.2,51
外川沖,2025-06-25,09,1.6,8.4,3.8,160,21.3,3
外川沖,2025-06-25,12,1.6,8.2,3.8,136,21.4,51
外川沖,2025-06-25,15,1.6,7.7,5.2,148,21.5,3
外川沖,2025-06-25,18,1.5,7.3,5.5,153,21.3,3
外川沖,2025-06-25,21,1.5,7.2,4.7,144,21.1,3
外川沖,2025-06-26,00,1.5,7.0,5.1,137,21.0,3
外川沖,2025-06-26,03,1.7,6.8,5.7,136,21.0,51
外川沖,2025-06-26,06,1.9,7.0,6.6,148,21.0,51
外川沖,2025-06-26,09,1.9,7.0,6.3,281,21.0,51
外川沖,2025-06-26,12,1.6,6.7,4.9,247,21.1,51
外川沖,2025-06-26,15,1.6,6.0,8.7,203,21.1,3
外川沖,2025-06-26,18,1.6,5.8,8.1,208,21.1,3
外川沖,2025-06-26,21,1.5,5.7,6.6,223,21.0,3
外川沖,2025-06-27,00,1.4,5.7,5.5,229,21.0,63
外川沖,2025-06-27,03,1.3,5.6,3.6,231,21.0,3
外川沖,2025-06-27,06,1.2,5.8,3.2,255,21.2,3
外川沖,2025-06-27,09,1.1,6.1,1.5,116,21.6,55
外川沖,2025-06-27,12,1.0,6.5,3.8,89,22.1,51
外川沖,2025-06-27,15,0.7,5.9,2.3,115,22.5,1
外川沖,2025-06-27,18,0.9,7.1,2.5,87,22.2,1
外川沖,2025-06-27,21,1.1,7.8,1.9,33,21.9,2
外川沖,2025-06-28,00,0.9,7.5,1.5,94,21.8,2
外川沖,2025-06-28,03,0.8,7.3,2.2,3,21.7,2
外川沖,2025-06-28,06,0.7,7.6,2.5,330,21.9,1
外川沖,2025-06-28,09,0.7,8.2,3.2,15,22.1,3
外川沖,2025-06-28,12,0.7,8.6,3.7,44,22.7,0
外川沖,2025-06-28,15,0.7,8.8,3.3,123,23.1,3
外川沖,2025-06-28,18,0.7,8.8,2.8,147,23.0,0
外川沖,2025-06-28,21,0.7,8.9,1.4,174,22.7,1
外川沖,2025-06-29,00,0.7,8.9,1.1,202,22.5,2
外川沖,2025-06-29,03,0.6,8.8,0.5,204,22.4,0
外川沖,2025-06-29,06,0.6,8.8,1.2,192,22.5,0
外川沖,2025-06-29,09,0.8,9.8,2.6,179,22.8,3
外川沖,2025-06-29,12,0.8,9.4,4.6,176,23.1,2
外川沖,2025-06-29,15,0.8,8.1,5.3,182,23.2,3
外川沖,2025-06-29,18,0.8,7.5,5.7,191,23.0,3
外川沖,2025-06-29,21,0.8,7.4,4.9,205,22.7,3
外川沖,2025-06-30,00,0.8,7.7,4.5,194,22.5,1
外川沖,2025-06-30,03,0.8,7.9,4.7,201,22.5,0
外川沖,2025-06-30,06,0.8,7.8,4.2,210,22.5,3
外川沖,2025-06-30,09,0.8,7.7,5.3,200,22.5,2
外川沖,2025-06-30,12,0.9,7.2,6.6,196,22.6,3
外川沖,2025-06-30,15,0.9,6.5,7.4,194,22.6,3
外川沖,2025-06-30,18,0.9,6.5,6.9,200,22.5,3
外川沖,2025-06-30,21,0.9,6.7,5.8,206,22.3,3
犬吠沖,2025-06-01,00,2.7,8.8,5.9,299,17.8,51
犬吠沖,2025-06-01,03,2.5,8.8,5.9,334,17.8,3
