point,date,hour,wave_height,wave_period,wind_speed,wind_dir,sst,weather_code
洲崎沖,2025-06-01,00,1.6,8.6,3.9,2,21.4,3
洲崎沖,2025-06-01,03,1.4,8.2,1.5,61,21.9,53
洲崎沖,2025-06-01,06,1.2,7.8,2.5,70,22.4,51
洲崎沖,2025-06-01,09,1.2,7.8,3.5,72,22.8,2
洲崎沖,2025-06-01,12,1.1,7.5,5.2,102,23.0,0
洲崎沖,2025-06-01,15,1.1,7.3,3.8,110,23.1,2
洲崎沖,2025-06-01,18,1.5,8.3,4.0,78,23.2,3
洲崎沖,2025-06-01,21,1.3,8.0,3.7,75,23.2,3
洲崎沖,2025-06-02,00,1.2,7.8,3.6,98,23.2,3
洲崎沖,2025-06-02,03,1.1,7.5,2.8,95,23.2,3
洲崎沖,2025-06-02,06,1.0,7.5,1.7,122,23.3,3
洲崎沖,2025-06-02,09,0.9,7.0,2.8,128,23.4,51
洲崎沖,2025-06-02,12,0.9,7.0,5.5,139,23.4,51
洲崎沖,2025-06-02,15,0.9,6.8,5.0,143,23.4,51
洲崎沖,2025-06-02,18,0.9,6.8,3.8,160,23.3,3
洲崎沖,2025-06-02,21,0.9,6.3,3.4,213,23.2,3
洲崎沖,2025-06-03,00,1.0,6.2,5.6,213,23.0,3
洲崎沖,2025-06-03,03,1.0,6.2,5.0,217,23.0,3
洲崎沖,2025-06-03,06,1.0,6.8,5.0,236,22.9,51
洲崎沖,2025-06-03,09,0.9,7.0,3.3,207,22.8,55
洲崎沖,2025-06-03,12,0.8,7.2,4.5,143,22.7,63
洲崎沖,2025-06-03,15,1.0,6.0,8.1,119,22.6,55
洲崎沖,2025-06-03,18,1.4,5.8,5.9,137,22.5,63
洲崎沖,2025-06-03,21,1.7,6.5,5.8,335,22.4,3
洲崎沖,2025-06-04,00,1.8,6.8,3.9,344,22.2,3
洲崎沖,2025-06-04,03,1.7,7.0,0.9,341,22.1,3
洲崎沖,2025-06-04,06,1.6,7.0,1.1,113,22.1,1
洲崎沖,2025-06-04,09,1.6,7.2,3.0,128,22.2,1
洲崎沖,2025-06-04,12,1.5,7.0,2.8,257,22.1,3
洲崎沖,2025-06-04,15,1.6,6.8,3.5,235,22.0,3
洲崎沖,2025-06-04,18,1.6,6.5,8.0,243,21.6,0
洲崎沖,2025-06-04,21,1.6,6.2,5.4,239,21.4,0
洲崎沖,2025-06-05,00,1.5,6.3,3.7,3,21.3,0
洲崎沖,2025-06-05,03,1.3,6.3,4.6,349,21.3,2
洲崎沖,2025-06-05,06,1.1,6.5,1.8,34,21.2,2
洲崎沖,2025-06-05,09,1.0,6.7,1.0,33,21.1,63
洲崎沖,2025-06-05,12,0.9,6.9,3.4,161,21.4,0
洲崎沖,2025-06-05,15,0.9,6.7,3.6,176,21.6,0
洲崎沖,2025-06-05,18,0.9,6.4,4.3,175,21.5,0
洲崎沖,2025-06-05,21,0.9,6.2,4.0,179,21.3,0
洲崎沖,2025-06-06,00,0.9,6.0,6.4,219,21.1,2
洲崎沖,2025-06-06,03,1.0,5.8,5.5,215,21.0,3
洲崎沖,2025-06-06,06,1.0,5.8,5.7,213,21.0,3
洲崎沖,2025-06-06,09,1.0,6.0,5.7,216,21.0,2
洲崎沖,2025-06-06,12,1.0,6.1,6.1,202,21.0,3
洲崎沖,2025-06-06,15,1.0,5.8,6.9,205,21.1,3
洲崎沖,2025-06-06,18,1.0,5.7,6.6,212,21.0,3
洲崎沖,2025-06-06,21,1.0,5.7,6.2,224,20.9,3
洲崎沖,2025-06-07,00,1.0,5.7,6.7,229,20.8,3
洲崎沖,2025-06-07,03,1.0,5.9,6.3,229,20.6,3
洲崎沖,2025-06-07,06,1.0,6.0,5.4,213,20.6,3
洲崎沖,2025-06-07,09,0.9,6.3,5.7,222,20.6,3
洲崎沖,2025-06-07,12,0.9,6.2,5.2,192,20.8,3
洲崎沖,2025-06-07,15,0.9,5.8,6.3,193,20.9,3
洲崎沖,2025-06-07,18,1.0,6.2,4.8,189,20.9,3
洲崎沖,2025-06-07,21,1.0,6.5,4.0,203,20.8,1
洲崎沖,2025-06-08,00,0.9,6.5,4.2,210,20.6,3
洲崎沖,2025-06-08,03,0.8,6.5,3.5,254,20.6,3
洲崎沖,2025-06-08,06,0.8,6.6,2.4,292,20.6,3
洲崎沖,2025-06-08,09,0.8,6.7,1.4,312,20.6,3
洲崎沖,2025-06-08,12,0.9,6.6,2.0,333,20.8,3
洲崎沖,2025-06-08,15,0.8,6.5,2.0,72,21.0,3
洲崎沖,2025-06-08,18,0.8,6.5,2.1,141,21.0,3
洲崎沖,2025-06-08,21,0.8,6.2,4.4,208,21.1,3
洲崎沖,2025-06-09,00,0.8,6.2,2.7,229,21.1,3
洲崎沖,2025-06-09,03,0.8,6.5,3.8,198,21.1,3
洲崎沖,2025-06-09,06,0.7,6.4,3.7,168,21.2,3
洲崎沖,2025-06-09,09,0.8,5.9,3.3,178,21.3,3
洲崎沖,2025-06-09,12,0.8,5.8,3.1,161,21.5,3
洲崎沖,2025-06-09,15,0.7,6.0,3.2,132,21.5,51
洲崎沖,2025-06-09,18,0.7,6.2,2.6,102,21.4,61
洲崎沖,2025-06-09,21,0.7,6.2,1.8,93,21.2,63
洲崎沖,2025-06-10,00,0.8,6.0,1.8,109,21.2,51
洲崎沖,2025-06-10,03,0.8,6.2,2.4,22,21.1,53
洲崎沖,2025-06-10,06,0.8,6.5,2.0,36,21.2,63
洲崎沖,2025-06-10,09,0.8,6.3,2.2,67,21.3,55
洲崎沖,2025-06-10,12,0.9,5.8,2.5,185,21.6,51
洲崎沖,2025-06-10,15,1.0,5.0,7.2,224,21.9,51
洲崎沖,2025-06-10,18,1.3,4.9,9.6,226,21.6,3
洲崎沖,2025-06-10,21,1.4,5.0,9.6,229,21.4,3
洲崎沖,2025-06-11,00,1.7,5.2,9.3,227,21.1,3
洲崎沖,2025-06-11,03,2.0,5.5,11.2,222,20.9,51
洲崎沖,2025-06-11,06,2.1,5.8,10.8,228,20.7,3
洲崎沖,2025-06-11,09,2.3,6.0,10.9,228,20.6,3
洲崎沖,2025-06-11,12,2.3,6.2,10.2,231,20.6,2
洲崎沖,2025-06-11,15,2.2,6.1,9.7,237,20.6,3
洲崎沖,2025-06-11,18,2.0,6.2,9.6,247,20.7,51
洲崎沖,2025-06-11,21,1.6,6.0,7.0,248,20.8,3
洲崎沖,2025-06-12,00,1.4,5.9,3.1,263,20.9,3
洲崎沖,2025-06-12,03,1.2,5.8,1.7,5,21.0,3
洲崎沖,2025-06-12,06,1.1,5.9,1.1,82,21.0,2
洲崎沖,2025-06-12,09,1.0,6.0,0.3,315,21.2,51
洲崎沖,2025-06-12,12,0.9,6.0,2.3,156,21.5,3
洲崎沖,2025-06-12,15,0.8,6.0,2.5,91,21.9,3
洲崎沖,2025-06-12,18,0.7,6.1,2.7,82,21.9,3
洲崎沖,2025-06-12,21,0.7,6.0,3.4,80,21.8,3
洲崎沖,2025-06-13,00,0.7,6.0,2.7,99,21.7,3
洲崎沖,2025-06-13,03,0.6,6.2,2.5,73,21.6,3
洲崎沖,2025-06-13,06,0.6,6.2,3.6,66,21.6,2
洲崎沖,2025-06-13,09,0.6,5.8,4.6,87,21.6,1
洲崎沖,2025-06-13,12,0.7,5.8,5.5,99,21.9,3
洲崎沖,2025-06-13,15,0.7,5.8,4.3,109,22.2,0
洲崎沖,2025-06-13,18,0.7,5.9,3.3,116,22.3,3
洲崎沖,2025-06-13,21,0.7,6.2,3.0,126,22.3,3
洲崎沖,2025-06-14,00,0.7,6.0,2.9,132,22.2,3
洲崎沖,2025-06-14,03,0.7,5.9,3.7,146,22.0,3
洲崎沖,2025-06-14,06,0.7,5.7,3.8,171,22.0,3
洲崎沖,2025-06-14,09,0.7,5.7,4.2,179,22.1,51
洲崎沖,2025-06-14,12,0.7,6.0,4.2,177,22.3,3
洲崎沖,2025-06-14,15,0.7,6.2,4.9,171,22.4,51
洲崎沖,2025-06-14,18,0.9,5.5,6.4,167,22.2,51
洲崎沖,2025-06-14,21,1.3,5.0,9.2,172,22.0,53
洲崎沖,2025-06-15,00,1.7,5.3,11.0,191,21.9,51
洲崎沖,2025-06-15,03,1.8,5.5,10.7,214,21.7,51
洲崎沖,2025-06-15,06,2.0,5.7,10.2,214,21.5,53
洲崎沖,2025-06-15,09,2.4,6.0,11.8,206,21.4,63
洲崎沖,2025-06-15,12,2.4,6.3,9.6,225,21.3,51
洲崎沖,2025-06-15,15,2.2,6.2,8.8,233,21.2,3
洲崎沖,2025-06-15,18,2.0,6.3,7.7,232,21.2,3
洲崎沖,2025-06-15,21,2.0,6.7,4.1,249,21.3,0
洲崎沖,2025-06-16,00,1.7,6.8,3.1,338,21.2,1
洲崎沖,2025-06-16,03,1.5,6.8,1.2,63,21.2,3
洲崎沖,2025-06-16,06,1.3,7.0,0.9,246,21.5,3
洲崎沖,2025-06-16,09,1.2,7.2,1.4,174,21.8,3
洲崎沖,2025-06-16,12,1.1,7.1,3.2,177,22.0,3
洲崎沖,2025-06-16,15,1.2,6.0,6.2,225,22.0,1
洲崎沖,2025-06-16,18,1.3,5.2,7.4,242,21.7,0
洲崎沖,2025-06-16,21,1.5,5.2,8.4,249,21.3,2
洲崎沖,2025-06-17,00,1.7,5.5,9.7,242,21.1,1
洲崎沖,2025-06-17,03,1.9,5.7,10.3,247,21.1,1
洲崎沖,2025-06-17,06,1.7,5.5,9.1,243,21.2,0
洲崎沖,2025-06-17,09,1.7,5.5,6.9,257,21.2,0
洲崎沖,2025-06-17,12,1.7,5.5,7.9,238,21.4,0
洲崎沖,2025-06-17,15,1.5,5.5,7.4,235,21.5,0
洲崎沖,2025-06-17,18,1.2,5.1,7.1,232,21.4,0
洲崎沖,2025-06-17,21,1.3,5.2,6.2,243,21.4,0
洲崎沖,2025-06-18,00,1.2,5.5,4.8,239,21.5,0
洲崎沖,2025-06-18,03,1.1,5.9,3.0,322,21.7,0
洲崎沖,2025-06-18,06,1.1,6.2,4.1,354,21.9,2
洲崎沖,2025-06-18,09,1.0,6.2,2.0,14,22.1,2
洲崎沖,2025-06-18,12,0.9,6.2,2.1,139,22.9,3
洲崎沖,2025-06-18,15,0.8,6.0,3.0,119,23.6,2
洲崎沖,2025-06-18,18,0.8,6.5,2.3,120,23.8,3
洲崎沖,2025-06-18,21,0.7,6.4,1.9,96,23.8,3
洲崎沖,2025-06-19,00,0.6,6.6,2.0,78,23.6,3
洲崎沖,2025-06-19,03,0.6,6.5,1.3,21,23.5,3
洲崎沖,2025-06-19,06,0.8,7.8,1.8,68,23.5,3
洲崎沖,2025-06-19,09,0.8,7.5,2.0,93,23.6,1
洲崎沖,2025-06-19,12,0.7,7.7,4.6,105,23.9,2
洲崎沖,2025-06-19,15,0.6,7.3,4.0,108,24.2,3
洲崎沖,2025-06-19,18,0.6,6.9,2.6,114,24.3,0
洲崎沖,2025-06-19,21,0.5,6.8,1.6,77,24.3,0
洲崎沖,2025-06-20,00,0.5,7.0,1.8,82,24.0,3
洲崎沖,2025-06-20,03,0.5,7.2,1.5,74,23.9,2
洲崎沖,2025-06-20,06,0.5,7.0,1.8,74,23.9,2
洲崎沖,2025-06-20,09,0.5,6.8,3.5,98,24.0,1
洲崎沖,2025-06-20,12,0.5,6.7,4.0,119,24.6,1
洲崎沖,2025-06-20,15,0.5,6.5,3.4,121,25.2,1
洲崎沖,2025-06-20,18,0.5,6.7,2.8,123,25.0,0
洲崎沖,2025-06-20,21,0.5,6.9,1.5,98,24.8,0
洲崎沖,2025-06-21,00,0.5,6.8,1.4,180,24.5,1
洲崎沖,2025-06-21,03,0.5,6.9,1.2,171,24.4,1
洲崎沖,2025-06-21,06,0.5,7.0,0.8,140,24.6,3
洲崎沖,2025-06-21,09,0.5,7.1,1.9,186,25.0,2
洲崎沖,2025-06-21,12,0.5,7.0,3.2,180,25.5,3
洲崎沖,2025-06-21,15,0.6,6.5,4.2,174,25.8,3
洲崎沖,2025-06-21,18,0.6,5.8,4.3,204,25.3,1
洲崎沖,2025-06-21,21,0.6,5.3,4.7,214,24.7,0
洲崎沖,2025-06-22,00,0.7,5.0,5.7,211,24.4,3
洲崎沖,2025-06-22,03,0.8,5.0,6.8,231,24.1,1
洲崎沖,2025-06-22,06,0.9,4.9,7.1,226,24.0,1
洲崎沖,2025-06-22,09,1.0,4.8,8.5,226,24.0,0
洲崎沖,2025-06-22,12,1.1,4.8,8.6,219,23.9,0
洲崎沖,2025-06-22,15,1.2,4.8,9.2,218,23.6,0
洲崎沖,2025-06-22,18,1.3,5.0,8.5,219,23.4,0
洲崎沖,2025-06-22,21,1.2,5.0,7.6,218,23.2,0
洲崎沖,2025-06-23,00,1.2,5.0,7.2,223,23.3,0
洲崎沖,2025-06-23,03,1.1,5.0,7.1,212,23.5,1
洲崎沖,2025-06-23,06,1.0,5.0,6.9,220,23.5,3
洲崎沖,2025-06-23,09,1.1,5.2,7.6,222,23.6,3
洲崎沖,2025-06-23,12,1.0,5.4,7.1,215,23.9,3
洲崎沖,2025-06-23,15,1.0,5.7,6.2,211,24.0,3
洲崎沖,2025-06-23,18,1.0,5.8,5.8,207,24.0,3
洲崎沖,2025-06-23,21,1.1,6.2,5.8,204,24.0,3
洲崎沖,2025-06-24,00,1.0,6.3,4.7,196,24.0,3
洲崎沖,2025-06-24,03,1.0,6.7,4.5,188,24.0,3
洲崎沖,2025-06-24,06,0.9,6.5,2.5,214,24.2,3
洲崎沖,2025-06-24,09,0.8,6.5,2.0,203,24.5,51
洲崎沖,2025-06-24,12,0.8,6.6,3.4,133,24.7,53
洲崎沖,2025-06-24,15,0.8,6.5,2.8,114,25.0,51
洲崎沖,2025-06-24,18,0.9,7.4,3.6,118,25.1,3
洲崎沖,2025-06-24,21,1.0,7.8,3.5,109,25.1,3
洲崎沖,2025-06-25,00,1.4,9.2,3.3,74,25.2,53
洲崎沖,2025-06-25,03,1.9,9.3,3.0,89,25.2,51
洲崎沖,2025-06-25,06,2.0,8.8,2.5,61,25.2,51
洲崎沖,2025-06-25,09,2.2,8.8,3.2,113,25.4,51
洲崎沖,2025-06-25,12,2.0,8.2,4.2,91,25.6,3
洲崎沖,2025-06-25,15,1.8,7.5,5.1,113,26.0,3
洲崎沖,2025-06-25,18,1.9,7.3,5.7,110,26.1,55
洲崎沖,2025-06-25,21,2.0,7.3,6.0,103,26.2,51
洲崎沖,2025-06-26,00,2.1,7.3,6.6,76,26.2,61
洲崎沖,2025-06-26,03,2.1,7.2,3.3,61,26.0,51
洲崎沖,2025-06-26,06,1.9,7.0,5.1,309,26.0,3
洲崎沖,2025-06-26,09,1.6,6.8,5.5,234,25.9,1
洲崎沖,2025-06-26,12,1.4,6.3,7.5,222,26.0,3
洲崎沖,2025-06-26,15,1.4,5.5,9.2,226,26.0,3
洲崎沖,2025-06-26,18,1.6,5.5,9.7,223,25.4,3
洲崎沖,2025-06-26,21,1.5,5.4,10.1,232,24.7,3
洲崎沖,2025-06-27,00,1.6,5.3,9.0,227,24.6,53
洲崎沖,2025-06-27,03,1.5,5.2,8.9,233,24.7,3
洲崎沖,2025-06-27,06,1.5,5.3,7.2,244,24.7,3
洲崎沖,2025-06-27,09,1.4,5.4,4.9,260,24.8,3
洲崎沖,2025-06-27,12,1.3,5.5,5.0,247,25.0,3
洲崎沖,2025-06-27,15,1.0,5.2,6.6,235,25.1,3
洲崎沖,2025-06-27,18,1.0,5.4,3.4,258,25.2,2
洲崎沖,2025-06-27,21,1.0,5.9,1.6,272,25.1,3
洲崎沖,2025-06-28,00,1.0,6.1,2.5,30,25.0,1
洲崎沖,2025-06-28,03,0.9,6.5,3.0,27,25.0,2
洲崎沖,2025-06-28,06,0.8,6.8,3.0,21,25.0,3
洲崎沖,2025-06-28,09,0.7,7.5,1.5,65,25.0,3
洲崎沖,2025-06-28,12,0.7,8.0,2.0,214,25.5,51
洲崎沖,2025-06-28,15,0.7,8.2,3.0,115,25.9,1
洲崎沖,2025-06-28,18,0.7,8.4,2.1,110,25.9,0
洲崎沖,2025-06-28,21,0.7,8.4,0.4,113,25.8,0
洲崎沖,2025-06-29,00,0.6,8.6,1.7,102,25.6,0
洲崎沖,2025-06-29,03,0.7,8.6,2.1,105,25.5,0
洲崎沖,2025-06-29,06,0.6,8.6,1.6,133,25.5,0
洲崎沖,2025-06-29,09,0.8,9.4,1.9,167,25.6,0
洲崎沖,2025-06-29,12,0.8,9.6,3.5,179,26.0,3
洲崎沖,2025-06-29,15,0.8,8.2,4.1,184,26.2,3
洲崎沖,2025-06-29,18,0.8,6.9,4.0,206,26.0,3
洲崎沖,2025-06-29,21,0.9,6.7,4.9,220,25.6,3
洲崎沖,2025-06-30,00,0.8,6.8,4.4,222,25.3,0
洲崎沖,2025-06-30,03,0.8,7.5,4.1,216,25.1,0
洲崎沖,2025-06-30,06,0.8,7.5,4.3,207,25.2,0
洲崎沖,2025-06-30,09,0.8,7.4,5.0,214,25.5,1
洲崎沖,2025-06-30,12,0.8,7.0,5.1,207,25.8,3
洲崎沖,2025-06-30,15,0.9,6.4,5.8,207,25.9,3
洲崎沖,2025-06-30,18,0.9,6.2,5.3,207,25.6,0
洲崎沖,2025-06-30,21,0.9,6.1,5.7,216,25.2,1
沖の瀬,2025-06-01,00,1.5,8.3,4.7,37,22.9,3
沖の瀬,2025-06-01,03,1.3,8.1,4.5,53,23.1,53
沖の瀬,2025-06-01,06,1.1,7.7,4.8,78,23.2,51
沖の瀬,2025-06-01,09,1.1,7.8,4.1,71,23.2,0
沖の瀬,2025-06-01,12,1.0,7.8,5.9,118,23.4,0
沖の瀬,2025-06-01,15,1.0,7.5,5.5,131,23.5,3
沖の瀬,2025-06-01,18,1.3,8.1,5.4,96,23.5,3
沖の瀬,2025-06-01,21,1.2,7.8,5.7,91,23.4,51
沖の瀬,2025-06-02,00,1.1,7.8,5.1,107,23.3,2
沖の瀬,2025-06-02,03,1.0,7.6,4.8,102,23.2,51
沖の瀬,2025-06-02,06,0.9,7.5,2.9,131,23.1,51
沖の瀬,2025-06-02,09,0.8,7.1,2.2,108,23.1,3
沖の瀬,2025-06-02,12,0.8,7.2,7.2,142,23.1,3
沖の瀬,2025-06-02,15,0.8,7.1,5.6,140,23.2,3
沖の瀬,2025-06-02,18,0.8,7.1,3.9,169,23.2,3
沖の瀬,2025-06-02,21,0.7,6.7,2.6,263,23.3,3
沖の瀬,2025-06-03,00,0.8,6.7,6.7,226,23.2,3
沖の瀬,2025-06-03,03,0.9,6.6,6.4,225,23.0,3
沖の瀬,2025-06-03,06,0.9,7.4,4.5,250,23.0,51
沖の瀬,2025-06-03,09,0.8,7.8,3.1,222,22.9,53
沖の瀬,2025-06-03,12,0.7,7.9,3.9,94,22.7,63
沖の瀬,2025-06-03,15,0.9,6.2,9.6,111,22.5,63
沖の瀬,2025-06-03,18,1.4,5.8,5.8,154,22.4,61
沖の瀬,2025-06-03,21,1.6,6.3,7.0,345,22.2,3
沖の瀬,2025-06-04,00,1.7,6.8,5.3,2,22.0,3
沖の瀬,2025-06-04,03,1.6,7.0,1.4,58,21.8,3
沖の瀬,2025-06-04,06,1.4,7.0,2.1,140,22.1,3
沖の瀬,2025-06-04,09,1.4,7.2,3.6,108,22.5,0
沖の瀬,2025-06-04,12,1.4,7.0,2.4,258,22.5,2
沖の瀬,2025-06-04,15,1.4,6.8,4.9,231,22.4,3
沖の瀬,2025-06-04,18,1.4,6.5,8.9,222,22.0,0
沖の瀬,2025-06-04,21,1.4,6.2,4.9,241,21.7,0
沖の瀬,2025-06-05,00,1.3,6.4,8.4,17,21.6,0
沖の瀬,2025-06-05,03,1.1,6.7,5.2,18,21.6,1
沖の瀬,2025-06-05,06,1.0,6.8,3.6,59,21.7,51
沖の瀬,2025-06-05,09,0.9,7.0,3.8,93,21.8,51
沖の瀬,2025-06-05,12,0.8,7.2,4.2,172,21.9,0
沖の瀬,2025-06-05,15,0.9,6.4,7.0,167,22.0,0
沖の瀬,2025-06-05,18,0.9,6.2,6.0,186,21.9,0
沖の瀬,2025-06-05,21,0.9,6.2,5.0,217,21.8,0
沖の瀬,2025-06-06,00,0.9,6.1,6.3,219,21.5,2
沖の瀬,2025-06-06,03,0.9,5.8,7.6,222,21.3,3
沖の瀬,2025-06-06,06,0.9,5.8,8.0,222,21.1,3
沖の瀬,2025-06-06,09,0.9,6.0,8.0,213,21.0,3
沖の瀬,2025-06-06,12,1.0,6.0,8.1,205,21.0,3
沖の瀬,2025-06-06,15,1.0,5.8,9.0,208,21.1,3
沖の瀬,2025-06-06,18,1.0,5.6,9.3,221,21.0,3
沖の瀬,2025-06-06,21,1.0,5.8,8.7,231,20.9,3
沖の瀬,2025-06-07,00,1.0,5.8,9.2,227,20.7,3
沖の瀬,2025-06-07,03,1.0,6.2,8.4,232,20.6,3
沖の瀬,2025-06-07,06,0.9,6.3,7.6,227,20.6,3
沖の瀬,2025-06-07,09,0.8,6.8,7.1,222,20.7,3
沖の瀬,2025-06-07,12,0.8,6.5,7.0,192,20.9,3
沖の瀬,2025-06-07,15,0.9,5.8,8.2,203,21.0,3
沖の瀬,2025-06-07,18,1.0,6.2,8.4,200,21.0,3
沖の瀬,2025-06-07,21,1.0,6.6,7.2,209,21.0,1
沖の瀬,2025-06-08,00,0.8,6.8,5.5,226,21.0,3
沖の瀬,2025-06-08,03,0.8,7.0,4.0,265,21.1,3
沖の瀬,2025-06-08,06,0.7,7.0,3.2,286,21.3,3
沖の瀬,2025-06-08,09,0.8,7.0,1.6,310,21.5,51
沖の瀬,2025-06-08,12,0.8,6.9,0.9,308,21.8,51
沖の瀬,2025-06-08,15,0.8,6.8,1.2,182,22.0,3
沖の瀬,2025-06-08,18,0.8,6.8,2.1,210,21.9,3
沖の瀬,2025-06-08,21,0.8,6.4,5.9,210,21.8,51
沖の瀬,2025-06-09,00,0.8,6.5,2.0,234,21.9,3
沖の瀬,2025-06-09,03,0.7,6.7,2.8,192,21.9,3
沖の瀬,2025-06-09,06,0.7,6.8,6.5,194,22.0,3
沖の瀬,2025-06-09,09,0.7,6.2,5.3,188,22.0,3
沖の瀬,2025-06-09,12,0.7,6.0,4.3,175,22.0,3
沖の瀬,2025-06-09,15,0.7,6.2,3.2,159,22.0,51
沖の瀬,2025-06-09,18,0.7,6.4,1.9,104,22.0,63
沖の瀬,2025-06-09,21,0.7,6.3,2.7,84,22.0,63
沖の瀬,2025-06-10,00,0.7,6.2,3.0,124,22.2,51
沖の瀬,2025-06-10,03,0.7,6.2,3.7,38,22.4,61
沖の瀬,2025-06-10,06,0.8,6.7,3.5,42,22.4,63
沖の瀬,2025-06-10,09,0.8,6.7,2.2,12,22.4,53
沖の瀬,2025-06-10,12,0.8,6.4,0.9,257,22.6,51
沖の瀬,2025-06-10,15,1.0,5.2,9.5,220,22.8,51
沖の瀬,2025-06-10,18,1.2,4.8,12.3,224,22.5,3
沖の瀬,2025-06-10,21,1.3,4.9,11.5,224,22.0,3
沖の瀬,2025-06-11,00,1.6,5.0,12.3,225,21.8,3
沖の瀬,2025-06-11,03,2.0,5.2,14.8,223,21.6,51
沖の瀬,2025-06-11,06,2.0,5.5,15.0,225,21.4,3
沖の瀬,2025-06-11,09,2.1,5.8,14.0,223,21.3,51
沖の瀬,2025-06-11,12,2.0,5.8,12.0,223,21.5,3
沖の瀬,2025-06-11,15,1.8,5.8,12.8,228,21.6,3
沖の瀬,2025-06-11,18,1.6,6.0,7.6,242,21.6,51
沖の瀬,2025-06-11,21,1.3,5.9,6.2,240,21.6,3
沖の瀬,2025-06-12,00,1.1,5.9,2.9,13,21.6,3
沖の瀬,2025-06-12,03,1.0,5.9,3.8,27,21.7,3
沖の瀬,2025-06-12,06,0.9,6.0,3.1,34,21.8,2
沖の瀬,2025-06-12,09,0.8,6.2,2.8,53,21.9,2
沖の瀬,2025-06-12,12,0.8,6.2,0.9,74,22.1,3
沖の瀬,2025-06-12,15,0.7,6.3,2.4,159,22.2,3
沖の瀬,2025-06-12,18,0.7,6.4,3.3,119,22.1,3
沖の瀬,2025-06-12,21,0.6,6.4,2.3,89,22.0,3
沖の瀬,2025-06-13,00,0.6,6.3,2.5,111,22.1,3
沖の瀬,2025-06-13,03,0.6,6.5,3.2,63,22.2,3
沖の瀬,2025-06-13,06,0.6,6.5,4.7,39,22.2,3
沖の瀬,2025-06-13,09,0.6,6.2,3.4,53,22.1,1
沖の瀬,2025-06-13,12,0.6,5.8,6.7,115,22.4,3
沖の瀬,2025-06-13,15,0.7,5.5,6.0,126,22.6,1
沖の瀬,2025-06-13,18,0.7,5.7,4.9,128,22.6,3
沖の瀬,2025-06-13,21,0.7,6.1,4.2,141,22.5,3
沖の瀬,2025-06-14,00,0.7,6.2,4.4,154,22.5,3
沖の瀬,2025-06-14,03,0.7,6.0,5.1,159,22.5,3
沖の瀬,2025-06-14,06,0.7,5.9,5.5,176,22.5,3
沖の瀬,2025-06-14,09,0.7,5.9,4.7,179,22.5,3
沖の瀬,2025-06-14,12,0.7,6.1,4.2,181,22.6,3
沖の瀬,2025-06-14,15,0.6,6.3,5.6,176,22.7,51
沖の瀬,2025-06-14,18,0.9,5.4,8.5,175,22.6,51
沖の瀬,2025-06-14,21,1.4,5.0,11.6,173,22.5,53
沖の瀬,2025-06-15,00,1.7,5.3,12.7,199,22.4,53
沖の瀬,2025-06-15,03,1.8,5.5,11.9,214,22.3,51
沖の瀬,2025-06-15,06,2.0,5.5,13.2,215,22.2,53
沖の瀬,2025-06-15,09,2.3,5.8,14.9,212,22.2,51
沖の瀬,2025-06-15,12,2.2,6.0,13.6,227,22.1,3
沖の瀬,2025-06-15,15,2.0,6.0,12.0,223,22.0,3
沖の瀬,2025-06-15,18,1.7,6.2,9.9,225,22.1,3
沖の瀬,2025-06-15,21,1.7,6.7,4.2,247,22.2,0
沖の瀬,2025-06-16,00,1.4,6.8,2.2,359,22.2,2
沖の瀬,2025-06-16,03,1.2,7.0,2.4,27,22.2,3
沖の瀬,2025-06-16,06,1.1,7.1,1.2,43,22.4,51
沖の瀬,2025-06-16,09,1.0,7.3,0.9,202,22.5,3
沖の瀬,2025-06-16,12,1.0,7.0,5.2,163,22.2,3
沖の瀬,2025-06-16,15,1.2,5.5,11.2,224,22.0,3
沖の瀬,2025-06-16,18,1.1,5.0,4.8,228,22.0,3
沖の瀬,2025-06-16,21,1.2,5.1,7.8,234,22.0,0
沖の瀬,2025-06-17,00,1.4,5.3,9.9,234,21.8,3
沖の瀬,2025-06-17,03,1.6,5.5,11.2,233,21.6,2
沖の瀬,2025-06-17,06,1.4,5.2,10.5,230,21.5,0
沖の瀬,2025-06-17,09,1.5,5.2,9.1,240,21.6,0
沖の瀬,2025-06-17,12,1.5,5.2,11.4,225,21.6,0
沖の瀬,2025-06-17,15,1.3,5.3,10.3,227,21.8,0
沖の瀬,2025-06-17,18,1.0,4.9,9.7,224,21.9,0
沖の瀬,2025-06-17,21,1.0,5.2,5.8,231,22.0,0
沖の瀬,2025-06-18,00,1.0,5.6,5.5,235,22.0,0
沖の瀬,2025-06-18,03,0.9,6.0,4.3,4,22.0,0
沖の瀬,2025-06-18,06,0.9,6.2,4.9,8,22.1,2
沖の瀬,2025-06-18,09,0.8,6.3,2.9,26,22.5,0
沖の瀬,2025-06-18,12,0.7,6.3,2.2,16,23.4,0
沖の瀬,2025-06-18,15,0.7,6.5,2.6,180,24.2,0
沖の瀬,2025-06-18,18,0.7,6.8,3.4,146,24.0,1
沖の瀬,2025-06-18,21,0.6,6.8,2.9,134,23.6,0
沖の瀬,2025-06-19,00,0.6,6.8,1.2,130,23.7,3
沖の瀬,2025-06-19,03,0.5,6.9,1.9,333,23.8,3
沖の瀬,2025-06-19,06,0.8,8.7,2.5,11,23.8,3
