port,date,hour,tide_cm
銚子,2024-08-07,06,139
銚子,2024-08-07,07,121.8
銚子,2024-08-07,08,97.5
銚子,2024-08-07,09,71.1
銚子,2024-08-07,10,47.7
銚子,2024-08-07,11,32.3
銚子,2024-08-07,12,28.6
銚子,2024-08-07,13,37.5
銚子,2024-08-07,14,56.5
銚子,2024-08-07,15,80.9
銚子,2024-08-07,16,105.3
銚子,2024-08-07,17,124.2
銚子,2024-08-07,18,133.3
銚子,2024-08-07,19,131.5
銚子,2024-08-07,20,121
銚子,2024-08-07,21,106
銚子,2024-08-07,22,90.8
銚子,2024-08-07,23,79.9
銚子,2024-08-08,00,76.6
銚子,2024-08-08,01,82.3
銚子,2024-08-08,02,95.4
銚子,2024-08-08,03,112
銚子,2024-08-08,04,127.6
銚子,2024-08-08,05,137.5
銚子,2024-08-08,06,138.1
銚子,2024-08-08,07,127.9
銚子,2024-08-08,08,109
銚子,2024-08-08,09,85.7
銚子,2024-08-08,10,62.8
銚子,2024-08-08,11,45
銚子,2024-08-08,12,36.6
銚子,2024-08-08,13,40
銚子,2024-08-08,14,54.5
銚子,2024-08-08,15,76.1
銚子,2024-08-08,16,99.9
銚子,2024-08-08,17,120.4
銚子,2024-08-08,18,132.8
銚子,2024-08-08,19,134.3
銚子,2024-08-08,20,125.8
銚子,2024-08-08,21,110.9
銚子,2024-08-08,22,94.1
銚子,2024-08-08,23,79.8
銚子,2024-08-09,00,71.6
銚子,2024-08-09,01,72
銚子,2024-08-09,02,80.9
銚子,2024-08-09,03,95.4
銚子,2024-08-09,04,111.3
銚子,2024-08-09,05,124.3
銚子,2024-08-09,06,130.5
銚子,2024-08-09,07,127.5
銚子,2024-08-09,08,115.2
銚子,2024-08-09,09,96.9
銚子,2024-08-09,10,76.8
銚子,2024-08-09,11,59.3
銚子,2024-08-09,12,48.3
銚子,2024-08-09,13,47
銚子,2024-08-09,14,56.3
銚子,2024-08-09,15,74
銚子,2024-08-09,16,95.6
銚子,2024-08-09,17,116
銚子,2024-08-09,18,130.5
銚子,2024-08-09,19,135.4
銚子,2024-08-09,20,129.7
銚子,2024-08-09,21,116
銚子,2024-08-09,22,98.7
銚子,2024-08-09,23,82.2
銚子,2024-08-10,00,70.2
銚子,2024-08-10,01,65.4
銚子,2024-08-10,02,69.2
銚子,2024-08-10,03,79.9
銚子,2024-08-10,04,94.3
銚子,2024-08-10,05,108.2
銚子,2024-08-10,06,118.1
銚子,2024-08-10,07,121.1
銚子,2024-08-10,08,115.9
銚子,2024-08-10,09,103.9
銚子,2024-08-10,10,88.4
銚子,2024-08-10,11,73.3
銚子,2024-08-10,12,62.1
銚子,2024-08-10,13,57.7
銚子,2024-08-10,14,62.2
銚子,2024-08-10,15,75.1
銚子,2024-08-10,16,93.3
銚子,2024-08-10,17,112.1
銚子,2024-08-10,18,127.1
銚子,2024-08-10,19,134.5
銚子,2024-08-10,20,132.1
銚子,2024-08-10,21,120.9
銚子,2024-08-10,22,104.3
銚子,2024-08-10,23,86.7
銚子,2024-08-11,00,72
銚子,2024-08-11,01,62.9
銚子,2024-08-11,02,61.3
銚子,2024-08-11,03,67.2
銚子,2024-08-11,04,78.3
銚子,2024-08-11,05,91.3
銚子,2024-08-11,06,102.8
銚子,2024-08-11,07,110
銚子,2024-08-11,08,111.1
銚子,2024-08-11,09,105.9
銚子,2024-08-11,10,96.3
銚子,2024-08-11,11,85.4
銚子,2024-08-11,12,76.1
銚子,2024-08-11,13,70.9
銚子,2024-08-11,14,71.8
銚子,2024-08-11,15,79.9
銚子,2024-08-11,16,93.6
銚子,2024-08-11,17,109.5
銚子,2024-08-11,18,123.6
銚子,2024-08-11,19,132.3
銚子,2024-08-11,20,132.9
銚子,2024-08-11,21,125
銚子,2024-08-11,22,110.5
銚子,2024-08-11,23,93.2
銚子,2024-08-12,00,76.9
銚子,2024-08-12,01,64.5
銚子,2024-08-12,02,58.1
銚子,2024-08-12,03,58.5
銚子,2024-08-12,04,64.9
銚子,2024-08-12,05,75.1
銚子,2024-08-12,06,86
銚子,2024-08-12,07,95.4
銚子,2024-08-12,08,101.2
銚子,2024-08-12,09,102.4
銚子,2024-08-12,10,99.5
銚子,2024-08-12,11,94.1
銚子,2024-08-12,12,88.5
銚子,2024-08-12,13,84.5
銚子,2024-08-12,14,83.9
銚子,2024-08-12,15,88
銚子,2024-08-12,16,96.9
銚子,2024-08-12,17,108.8
銚子,2024-08-12,18,120.7
銚子,2024-08-12,19,129.4
銚子,2024-08-12,20,132.3
銚子,2024-08-12,21,128
銚子,2024-08-12,22,117
銚子,2024-08-12,23,101.7
銚子,2024-08-13,00,85.3
銚子,2024-08-13,01,70.8
銚子,2024-08-13,02,60.3
銚子,2024-08-13,03,55.1
銚子,2024-08-13,04,55.7
銚子,2024-08-13,05,61.1
銚子,2024-08-13,06,69.4
銚子,2024-08-13,07,78.6
銚子,2024-08-13,08,87
銚子,2024-08-13,09,93.3
銚子,2024-08-13,10,96.8
銚子,2024-08-13,11,97.8
銚子,2024-08-13,12,97.3
銚子,2024-08-13,13,96.5
銚子,2024-08-13,14,96.4
銚子,2024-08-13,15,98.3
銚子,2024-08-13,16,102.9
銚子,2024-08-13,17,110.4
銚子,2024-08-13,18,119
銚子,2024-08-13,19,126.5
銚子,2024-08-13,20,130.6
銚子,2024-08-13,21,129.7
銚子,2024-08-13,22,123.1
銚子,2024-08-13,23,111.5
銚子,2024-08-14,00,97.1
銚子,2024-08-14,01,82.1
銚子,2024-08-14,02,68.7
銚子,2024-08-14,03,58.5
銚子,2024-08-14,04,52.6
銚子,2024-08-14,05,51.5
銚子,2024-08-14,06,54.8
銚子,2024-08-14,07,61.3
銚子,2024-08-14,08,69.8
銚子,2024-08-14,09,79
銚子,2024-08-14,10,87.7
銚子,2024-08-14,11,95.2
銚子,2024-08-14,12,100.9
銚子,2024-08-14,13,104.8
銚子,2024-08-14,14,107.3
銚子,2024-08-14,15,109
銚子,2024-08-14,16,111
銚子,2024-08-14,17,114.1
銚子,2024-08-14,18,118.6
銚子,2024-08-14,19,123.6
銚子,2024-08-14,20,127.8
銚子,2024-08-14,21,129.5
銚子,2024-08-14,22,127.5
銚子,2024-08-14,23,121.2
銚子,2024-08-15,00,110.9
銚子,2024-08-15,01,97.9
銚子,2024-08-15,02,83.5
銚子,2024-08-15,03,69.4
銚子,2024-08-15,04,57.3
銚子,2024-08-15,05,48.8
銚子,2024-08-15,06,44.9
銚子,2024-08-15,07,45.9
銚子,2024-08-15,08,51.5
銚子,2024-08-15,09,61
銚子,2024-08-15,10,72.9
銚子,2024-08-15,11,85.7
銚子,2024-08-15,12,97.8
銚子,2024-08-15,13,107.8
銚子,2024-08-15,14,114.8
銚子,2024-08-15,15,118.4
銚子,2024-08-15,16,119.5
銚子,2024-08-15,17,119.5
銚子,2024-08-15,18,119.7
銚子,2024-08-15,19,121.1
銚子,2024-08-15,20,123.7
銚子,2024-08-15,21,126.8
銚子,2024-08-15,22,128.7
銚子,2024-08-15,23,128.2
銚子,2024-08-16,00,124.1
銚子,2024-08-16,01,115.7
銚子,2024-08-16,02,103.2
銚子,2024-08-16,03,87.5
銚子,2024-08-16,04,70.7
銚子,2024-08-16,05,54.9
銚子,2024-08-16,06,42.6
銚子,2024-08-16,07,35.7
銚子,2024-08-16,08,35.4
銚子,2024-08-16,09,41.8
銚子,2024-08-16,10,54
銚子,2024-08-16,11,70.2
銚子,2024-08-16,12,87.9
銚子,2024-08-16,13,104.3
銚子,2024-08-16,14,117.1
銚子,2024-08-16,15,124.7
銚子,2024-08-16,16,127.1
銚子,2024-08-16,17,125.6
銚子,2024-08-16,18,122.3
銚子,2024-08-16,19,119.5
銚子,2024-08-16,20,118.9
銚子,2024-08-16,21,121.2
銚子,2024-08-16,22,125.7
銚子,2024-08-16,23,130.4
銚子,2024-08-17,00,133.1
銚子,2024-08-17,01,131.6
銚子,2024-08-17,02,124.3
銚子,2024-08-17,03,110.6
銚子,2024-08-17,04,91.7
銚子,2024-08-17,05,70.4
銚子,2024-08-17,06,50
銚子,2024-08-17,07,34
銚子,2024-08-17,08,25.1
銚子,2024-08-17,09,25.3
銚子,2024-08-17,10,34.5
銚子,2024-08-17,11,51.1
銚子,2024-08-17,12,72.2
銚子,2024-08-17,13,94.3
銚子,2024-08-17,14,113.6
銚子,2024-08-17,15,126.8
銚子,2024-08-17,16,132.5
銚子,2024-08-17,17,131.5
銚子,2024-08-17,18,126
銚子,2024-08-17,19,119.1
銚子,2024-08-17,20,114.2
銚子,2024-08-17,21,113.5
銚子,2024-08-17,22,118
銚子,2024-08-17,23,126
銚子,2024-08-18,00,134.9
銚子,2024-08-18,01,141.3
銚子,2024-08-18,02,141.7
銚子,2024-08-18,03,133.7
銚子,2024-08-18,04,116.9
銚子,2024-08-18,05,93.4
銚子,2024-08-18,06,67.2
銚子,2024-08-18,07,42.8
銚子,2024-08-18,08,24.4
銚子,2024-08-18,09,15.7
銚子,2024-08-18,10,18.5
銚子,2024-08-18,11,32.1
銚子,2024-08-18,12,53.7
銚子,2024-08-18,13,79.4
銚子,2024-08-18,14,104.4
銚子,2024-08-18,15,123.9
銚子,2024-08-18,16,134.7
銚子,2024-08-18,17,136.1
銚子,2024-08-18,18,130.2
銚子,2024-08-18,19,120.4
銚子,2024-08-18,20,110.7
銚子,2024-08-18,21,105.2
銚子,2024-08-18,22,106.7
銚子,2024-08-18,23,115.1
銚子,2024-08-19,00,128
銚子,2024-08-19,01,141.3
銚子,2024-08-19,02,150.4
銚子,2024-08-19,03,151.1
銚子,2024-08-19,04,140.7
銚子,2024-08-19,05,119.7
銚子,2024-08-19,06,91.6
銚子,2024-08-19,07,61.4
銚子,2024-08-19,08,34.7
銚子,2024-08-19,09,16.4
銚子,2024-08-19,10,10.4
銚子,2024-08-19,11,17.7
銚子,2024-08-19,12,36.5
銚子,2024-08-19,13,62.7
銚子,2024-08-19,14,91.3
銚子,2024-08-19,15,116.5
銚子,2024-08-19,16,133.2
銚子,2024-08-19,17,139
銚子,2024-08-19,18,134.5
銚子,2024-08-19,19,123.1
銚子,2024-08-19,20,109.5
銚子,2024-08-19,21,98.4
銚子,2024-08-19,22,94.4
銚子,2024-08-19,23,99.6
銚子,2024-08-20,00,113
銚子,2024-08-20,01,130.6
銚子,2024-08-20,02,147.2
銚子,2024-08-20,03,157.5
銚子,2024-08-20,04,156.7
銚子,2024-08-20,05,142.8
銚子,2024-08-20,06,117.8
銚子,2024-08-20,07,86.4
銚子,2024-08-20,08,54.7
銚子,2024-08-20,09,28.5
銚子,2024-08-20,10,13.2
銚子,2024-08-20,11,11.9
銚子,2024-08-20,12,24.7
銚子,2024-08-20,13,48.3
銚子,2024-08-20,14,77.5
銚子,2024-08-20,15,106.2
銚子,2024-08-20,16,128.4
銚子,2024-08-20,17,139.5
銚子,2024-08-20,18,138.3
銚子,2024-08-20,19,127.3
銚子,2024-08-20,20,111
銚子,2024-08-20,21,94.8
銚子,2024-08-20,22,84.1
銚子,2024-08-20,23,83.1
銚子,2024-08-21,00,92.9
銚子,2024-08-21,01,111
銚子,2024-08-21,02,132.1
銚子,2024-08-21,03,150.3
銚子,2024-08-21,04,159.9
銚子,2024-08-21,05,156.5
銚子,2024-08-21,06,139.4
銚子,2024-08-21,07,112
銚子,2024-08-21,08,79.9
銚子,2024-08-21,09,49.6
銚子,2024-08-21,10,27.1
銚子,2024-08-21,11,17.1
銚子,2024-08-21,12,21.8
銚子,2024-08-21,13,39.8
銚子,2024-08-21,14,66.4
銚子,2024-08-21,15,95.8
銚子,2024-08-21,16,121.5
銚子,2024-08-21,17,137.7
銚子,2024-08-21,18,141.1
銚子,2024-08-21,19,132.2
銚子,2024-08-21,20,115.2
銚子,2024-08-21,21,95.3
銚子,2024-08-21,22,78.5
銚子,2024-08-21,23,69.8
銚子,2024-08-22,00,72.7
銚子,2024-08-22,01,86.9
銚子,2024-08-22,02,108.2
銚子,2024-08-22,03,131
銚子,2024-08-22,04,148.9
銚子,2024-08-22,05,156.5
銚子,2024-08-22,06,150.5
銚子,2024-08-22,07,131.6
銚子,2024-08-22,08,104.3
銚子,2024-08-22,09,74.7
銚子,2024-08-22,10,48.9
銚子,2024-08-22,11,32.4
銚子,2024-08-22,12,29
銚子,2024-08-22,13,39.6
銚子,2024-08-22,14,61.1
銚子,2024-08-22,15,88.2
銚子,2024-08-22,16,114.7
銚子,2024-08-22,17,134.3
銚子,2024-08-22,18,142.4
銚子,2024-08-22,19,137.3
銚子,2024-08-22,20,121.5
銚子,2024-08-22,21,100
銚子,2024-08-22,22,78.7
銚子,2024-08-22,23,62.9
銚子,2024-08-23,00,57.3
銚子,2024-08-23,01,64
銚子,2024-08-23,02,81.2
銚子,2024-08-23,03,103.9
銚子,2024-08-23,04,126.3
銚子,2024-08-23,05,142.4
銚子,2024-08-23,06,147.6
銚子,2024-08-23,07,140
銚子,2024-08-23,08,121.5
銚子,2024-08-23,09,97.3
銚子,2024-08-23,10,73.1
銚子,2024-08-23,11,54.1
銚子,2024-08-23,12,44.8
銚子,2024-08-23,13,48
銚子,2024-08-23,14,62.8
銚子,2024-08-23,15,85.3
銚子,2024-08-23,16,109.8
銚子,2024-08-23,17,130.6
銚子,2024-08-23,18,142.2
銚子,2024-08-23,19,141.5
銚子,2024-08-23,20,128.8
銚子,2024-08-23,21,108.1
銚子,2024-08-23,22,84.5
銚子,2024-08-23,23,63.7
銚子,2024-08-24,00,50.3
銚子,2024-08-24,01,48
銚子,2024-08-24,02,57.4
銚子,2024-08-24,03,75.7
銚子,2024-08-24,04,97.7
銚子,2024-08-24,05,118
銚子,2024-08-24,06,131.6
銚子,2024-08-24,07,135
銚子,2024-08-24,08,127.5
銚子,2024-08-24,09,112.1
銚子,2024-08-24,10,93.5
銚子,2024-08-24,11,76.4
銚子,2024-08-24,12,65.1
銚子,2024-08-24,13,63
銚子,2024-08-24,14,71.1
銚子,2024-08-24,15,87.7
銚子,2024-08-24,16,108.3
銚子,2024-08-24,17,127.6
銚子,2024-08-24,18,140.9
銚子,2024-08-24,19,144.1
銚子,2024-08-24,20,135.7
銚子,2024-08-24,21,117.9
銚子,2024-08-24,22,94.8
銚子,2024-08-24,23,71.7
銚子,2024-08-25,00,52.9
銚子,2024-08-25,01,42.4
銚子,2024-08-25,02,42.6
銚子,2024-08-25,03,52.9
銚子,2024-08-25,04,70.1
銚子,2024-08-25,05,89.6
銚子,2024-08-25,06,107
銚子,2024-08-25,07,118.2
銚子,2024-08-25,08,121
銚子,2024-08-25,09,115.8
銚子,2024-08-25,10,105.5
銚子,2024-08-25,11,94
銚子,2024-08-25,12,84.6
銚子,2024-08-25,13,80.5
銚子,2024-08-25,14,83.8
銚子,2024-08-25,15,94.4
銚子,2024-08-25,16,109.9
銚子,2024-08-25,17,126.2
銚子,2024-08-25,18,138.9
銚子,2024-08-25,19,144.5
銚子,2024-08-25,20,140.7
銚子,2024-08-25,21,127.4
銚子,2024-08-25,22,107.4
銚子,2024-08-25,23,84.9
銚子,2024-08-26,00,63.9
銚子,2024-08-26,01,47.8
銚子,2024-08-26,02,39.6
銚子,2024-08-26,03,40.6
銚子,2024-08-26,04,49.7
銚子,2024-08-26,05,64.1
銚子,2024-08-26,06,80.2
銚子,2024-08-26,07,94.6
銚子,2024-08-26,08,104.5
銚子,2024-08-26,09,108.4
銚子,2024-08-26,10,107.2
銚子,2024-08-26,11,103.1
銚子,2024-08-26,12,98.7
銚子,2024-08-26,13,96.2
銚子,2024-08-26,14,97.3
銚子,2024-08-26,15,103.4
銚子,2024-08-26,16,113.8
銚子,2024-08-26,17,125.9
銚子,2024-08-26,18,136.6
銚子,2024-08-26,19,142.9
銚子,2024-08-26,20,142.5
銚子,2024-08-26,21,134.4
銚子,2024-08-26,22,119.5
銚子,2024-08-26,23,100.5
銚子,2024-08-27,00,80.5
銚子,2024-08-27,01,62.3
銚子,2024-08-27,02,48.4
銚子,2024-08-27,03,41
銚子,2024-08-27,04,40.8
銚子,2024-08-27,05,47.1
銚子,2024-08-27,06,57.7
銚子,2024-08-27,07,70.4
銚子,2024-08-27,08,82.7
銚子,2024-08-27,09,92.7
銚子,2024-08-27,10,99.3
銚子,2024-08-27,11,103.1
銚子,2024-08-27,12,105.1
銚子,2024-08-27,13,106.6
銚子,2024-08-27,14,108.6
銚子,2024-08-27,15,112.4
銚子,2024-08-27,16,118.5
銚子,2024-08-27,17,126.2
銚子,2024-08-27,18,133.8
銚子,2024-08-27,19,139.2
銚子,2024-08-27,20,140.8
銚子,2024-08-27,21,137.4
銚子,2024-08-27,22,128.5
銚子,2024-08-27,23,115.2
銚子,2024-08-28,00,99.2
銚子,2024-08-28,01,82.3
銚子,2024-08-28,02,66.3
銚子,2024-08-28,03,53
銚子,2024-08-28,04,44.4
銚子,2024-08-28,05,41.5
銚子,2024-08-28,06,44
銚子,2024-08-28,07,51.1
銚子,2024-08-28,08,61.4
銚子,2024-08-28,09,73.2
銚子,2024-08-28,10,84.9
銚子,2024-08-28,11,95.2
銚子,2024-08-28,12,103.8
銚子,2024-08-28,13,110.6
銚子,2024-08-28,14,115.5
銚子,2024-08-28,15,119.3
銚子,2024-08-28,16,122.7
銚子,2024-08-28,17,126.5
銚子,2024-08-28,18,130.3
銚子,2024-08-28,19,133.7
銚子,2024-08-28,20,135.7
銚子,2024-08-28,21,135.5
銚子,2024-08-28,22,132.3
銚子,2024-08-28,23,125.7
銚子,2024-08-29,00,115.9
銚子,2024-08-29,01,103.4
銚子,2024-08-29,02,88.8
銚子,2024-08-29,03,73.3
銚子,2024-08-29,04,58.8
銚子,2024-08-29,05,47.5
銚子,2024-08-29,06,41
銚子,2024-08-29,07,40.2
銚子,2024-08-29,08,45.1
銚子,2024-08-29,09,54.9
銚子,2024-08-29,10,68
銚子,2024-08-29,11,82.6
銚子,2024-08-29,12,96.7
銚子,2024-08-29,13,108.8
銚子,2024-08-29,14,117.8
銚子,2024-08-29,15,123.4
銚子,2024-08-29,16,125.9
銚子,2024-08-29,17,126.6
銚子,2024-08-29,18,126.7
銚子,2024-08-29,19,126.9
銚子,2024-08-29,20,127.7
銚子,2024-08-29,21,129
銚子,2024-08-29,22,130.1
銚子,2024-08-29,23,130
銚子,2024-08-30,00,127.5
銚子,2024-08-30,01,121.5
銚子,2024-08-30,02,111.3
銚子,2024-08-30,03,97
銚子,2024-08-30,04,80.1
銚子,2024-08-30,05,62.8
銚子,2024-08-30,06,48.1
銚子,2024-08-30,07,38.7
銚子,2024-08-30,08,36.1
銚子,2024-08-30,09,41
銚子,2024-08-30,10,52.4
銚子,2024-08-30,11,68.4
銚子,2024-08-30,12,86.3
銚子,2024-08-30,13,103.2
銚子,2024-08-30,14,116.6
銚子,2024-08-30,15,125
銚子,2024-08-30,16,128.1
銚子,2024-08-30,17,127.1
銚子,2024-08-30,18,123.7
銚子,2024-08-30,19,120.1
銚子,2024-08-30,20,118.2
銚子,2024-08-30,21,119
銚子,2024-08-30,22,122.3
銚子,2024-08-30,23,127.2
鹿島,2024-08-01,00,136.8
鹿島,2024-08-01,01,129.9
鹿島,2024-08-01,02,117.6
鹿島,2024-08-01,03,100.4
鹿島,2024-08-01,04,79.9
鹿島,2024-08-01,05,58.9
鹿島,2024-08-01,06,40.8
鹿島,2024-08-01,07,28.9
鹿島,2024-08-01,08,25.2
鹿島,2024-08-01,09,30.1
鹿島,2024-08-01,10,42.5
鹿島,2024-08-01,11,59.9
鹿島,2024-08-01,12,79.1
鹿島,2024-08-01,13,97.4
鹿島,2024-08-01,14,112.3
鹿島,2024-08-01,15,122.4
鹿島,2024-08-01,16,127.4
鹿島,2024-08-01,17,128.3
鹿島,2024-08-01,18,126.9
鹿島,2024-08-01,19,125.1
鹿島,2024-08-01,20,124.8
鹿島,2024-08-01,21,126.8
鹿島,2024-08-01,22,130.8
鹿島,2024-08-01,23,135.5
鹿島,2024-08-02,00,139
鹿島,2024-08-02,01,138.8
鹿島,2024-08-02,02,133.1
鹿島,2024-08-02,03,120.6
鹿島,2024-08-02,04,101.8
鹿島,2024-08-02,05,78.8
鹿島,2024-08-02,06,55
鹿島,2024-08-02,07,34.8
鹿島,2024-08-02,08,22
鹿島,2024-08-02,09,19
鹿島,2024-08-02,10,26
鹿島,2024-08-02,11,41.5
鹿島,2024-08-02,12,62.1
鹿島,2024-08-02,13,84.3
鹿島,2024-08-02,14,104.5
鹿島,2024-08-02,15,119.8
鹿島,2024-08-02,16,128.8
鹿島,2024-08-02,17,131.4
鹿島,2024-08-02,18,129.1
鹿島,2024-08-02,19,124.5
鹿島,2024-08-02,20,120.3
鹿島,2024-08-02,21,118.9
鹿島,2024-08-02,22,121.4
鹿島,2024-08-02,23,127.4
鹿島,2024-08-03,00,134.9
鹿島,2024-08-03,01,141
鹿島,2024-08-03,02,142.5
鹿島,2024-08-03,03,136.9
鹿島,2024-08-03,04,122.9
鹿島,2024-08-03,05,101.4
鹿島,2024-08-03,06,75.4
鹿島,2024-08-03,07,49.4
鹿島,2024-08-03,08,28.5
鹿島,2024-08-03,09,16.7
鹿島,2024-08-03,10,16.4
鹿島,2024-08-03,11,27.1
鹿島,2024-08-03,12,46.2
鹿島,2024-08-03,13,70
鹿島,2024-08-03,14,93.8
鹿島,2024-08-03,15,113.8
鹿島,2024-08-03,16,127.2
鹿島,2024-08-03,17,132.8
鹿島,2024-08-03,18,131.2
鹿島,2024-08-03,19,124.9
鹿島,2024-08-03,20,117.3
鹿島,2024-08-03,21,111.9
鹿島,2024-08-03,22,111.3
鹿島,2024-08-03,23,116.3
鹿島,2024-08-04,00,125.5
鹿島,2024-08-04,01,136.2
鹿島,2024-08-04,02,144.4
鹿島,2024-08-04,03,146.3
鹿島,2024-08-04,04,139.2
鹿島,2024-08-04,05,122.4
鹿島,2024-08-04,06,97.8
鹿島,2024-08-04,07,69.4
鹿島,2024-08-04,08,42.6
鹿島,2024-08-04,09,23.1
鹿島,2024-08-04,10,14.6
鹿島,2024-08-04,11,18.6
鹿島,2024-08-04,12,33.9
鹿島,2024-08-04,13,56.7
鹿島,2024-08-04,14,82.3
鹿島,2024-08-04,15,105.9
鹿島,2024-08-04,16,123.5
鹿島,2024-08-04,17,132.7
鹿島,2024-08-04,18,133.2
鹿島,2024-08-04,19,126.8
鹿島,2024-08-04,20,116.8
鹿島,2024-08-04,21,107.5
鹿島,2024-08-04,22,102.6
鹿島,2024-08-04,23,104.5
鹿島,2024-08-05,00,113
鹿島,2024-08-05,01,125.8
鹿島,2024-08-05,02,138.9
鹿島,2024-08-05,03,147.7
鹿島,2024-08-05,04,148.2
鹿島,2024-08-05,05,138.1
鹿島,2024-08-05,06,118
鹿島,2024-08-05,07,90.7
鹿島,2024-08-05,08,61.5
鹿島,2024-08-05,09,36.2
鹿島,2024-08-05,10,20.3
鹿島,2024-08-05,11,17
鹿島,2024-08-05,12,26.5
鹿島,2024-08-05,13,46.2
鹿島,2024-08-05,14,71.7
鹿島,2024-08-05,15,97.4
鹿島,2024-08-05,16,118.6
鹿島,2024-08-05,17,131.6
鹿島,2024-08-05,18,135
鹿島,2024-08-05,19,129.8
鹿島,2024-08-05,20,118.8
鹿島,2024-08-05,21,106.3
鹿島,2024-08-05,22,97
鹿島,2024-08-05,23,94.5
鹿島,2024-08-06,00,100
鹿島,2024-08-06,01,112.3
鹿島,2024-08-06,02,127.8
鹿島,2024-08-06,03,141.6
鹿島,2024-08-06,04,149
鹿島,2024-08-06,05,146.5
鹿島,2024-08-06,06,132.9
鹿島,2024-08-06,07,109.8
鹿島,2024-08-06,08,81.4
鹿島,2024-08-06,09,53.6
鹿島,2024-08-06,10,32.2
鹿島,2024-08-06,11,22
鹿島,2024-08-06,12,24.9
鹿島,2024-08-06,13,39.9
鹿島,2024-08-06,14,63.2
鹿島,2024-08-06,15,89.4
鹿島,2024-08-06,16,113
鹿島,2024-08-06,17,129.5
鹿島,2024-08-06,18,136.3
鹿島,2024-08-06,19,133.3
鹿島,2024-08-06,20,122.6
鹿島,2024-08-06,21,108.2
鹿島,2024-08-06,22,95.2
鹿島,2024-08-06,23,87.8
鹿島,2024-08-07,00,88.8
鹿島,2024-08-07,01,98.2
鹿島,2024-08-07,02,113.4
鹿島,2024-08-07,03,129.9
鹿島,2024-08-07,04,142.6
鹿島,2024-08-07,05,147
鹿島,2024-08-07,06,140.7
鹿島,2024-08-07,07,123.9
鹿島,2024-08-07,08,99.4
鹿島,2024-08-07,09,72.1
鹿島,2024-08-07,10,48
鹿島,2024-08-07,11,32.5
鹿島,2024-08-07,12,29.1
鹿島,2024-08-07,13,38.4
鹿島,2024-08-07,14,57.8
鹿島,2024-08-07,15,82.8
鹿島,2024-08-07,16,107.4
鹿島,2024-08-07,17,126.6
鹿島,2024-08-07,18,136.7
鹿島,2024-08-07,19,136.5
鹿島,2024-08-07,20,127.2
鹿島,2024-08-07,21,112.4
鹿島,2024-08-07,22,96.6
鹿島,2024-08-07,23,84.9
鹿島,2024-08-08,00,80.8
鹿島,2024-08-08,01,85.8
鹿島,2024-08-08,02,98.4
鹿島,2024-08-08,03,115.1
鹿島,2024-08-08,04,130.8
鹿島,2024-08-08,05,140.7
鹿島,2024-08-08,06,141.3
鹿島,2024-08-08,07,131.7
鹿島,2024-08-08,08,113.1
鹿島,2024-08-08,09,89.3
鹿島,2024-08-08,10,65.4
鹿島,2024-08-08,11,47
鹿島,2024-08-08,12,38.5
鹿島,2024-08-08,13,41.9
鹿島,2024-08-08,14,56.3
鹿島,2024-08-08,15,78.3
鹿島,2024-08-08,16,102.3
鹿島,2024-08-08,17,123
鹿島,2024-08-08,18,135.9
鹿島,2024-08-08,19,138.6
鹿島,2024-08-08,20,131.6
鹿島,2024-08-08,21,117.4
鹿島,2024-08-08,22,100.4
鹿島,2024-08-08,23,85.3
鹿島,2024-08-09,00,76.5
鹿島,2024-08-09,01,76.4
鹿島,2024-08-09,02,84.9
鹿島,2024-08-09,03,99.5
鹿島,2024-08-09,04,115.8
鹿島,2024-08-09,05,129.1
鹿島,2024-08-09,06,135.5
鹿島,2024-08-09,07,132.8
鹿島,2024-08-09,08,121.1
鹿島,2024-08-09,09,102.8
鹿島,2024-08-09,10,81.9
鹿島,2024-08-09,11,63.4
鹿島,2024-08-09,12,51.8
鹿島,2024-08-09,13,50.2
鹿島,2024-08-09,14,59.2
鹿島,2024-08-09,15,76.7
鹿島,2024-08-09,16,98.5
鹿島,2024-08-09,17,119.2
鹿島,2024-08-09,18,133.9
鹿島,2024-08-09,19,139.4
鹿島,2024-08-09,20,135.1
鹿島,2024-08-09,21,122.5
鹿島,2024-08-09,22,105.5
鹿島,2024-08-09,23,88.4
鹿島,2024-08-10,00,75.7
鹿島,2024-08-10,01,70.6
鹿島,2024-08-10,02,74.1
鹿島,2024-08-10,03,84.8
鹿島,2024-08-10,04,99.7
鹿島,2024-08-10,05,114.2
鹿島,2024-08-10,06,124.5
鹿島,2024-08-10,07,127.8
鹿島,2024-08-10,08,123
鹿島,2024-08-10,09,111.3
鹿島,2024-08-10,10,95.5
鹿島,2024-08-10,11,79.4
鹿島,2024-08-10,12,67.1
鹿島,2024-08-10,13,62.2
鹿島,2024-08-10,14,66.2
鹿島,2024-08-10,15,78.7
鹿島,2024-08-10,16,96.8
鹿島,2024-08-10,17,115.9
鹿島,2024-08-10,18,131.1
鹿島,2024-08-10,19,138.8
鹿島,2024-08-10,20,137.3
鹿島,2024-08-10,21,127.1
鹿島,2024-08-10,22,111.2
鹿島,2024-08-10,23,93.4
鹿島,2024-08-11,00,78
鹿島,2024-08-11,01,68.4
鹿島,2024-08-11,02,66.6
鹿島,2024-08-11,03,72.5
鹿島,2024-08-11,04,84
鹿島,2024-08-11,05,97.6
鹿島,2024-08-11,06,109.8
鹿島,2024-08-11,07,117.4
