port,date,hour,tide_cm
横須賀,2024-08-01,00,156.5
横須賀,2024-08-01,01,156.4
横須賀,2024-08-01,02,150.7
横須賀,2024-08-01,03,138.5
横須賀,2024-08-01,04,120.3
横須賀,2024-08-01,05,98
横須賀,2024-08-01,06,74.8
横須賀,2024-08-01,07,54.4
横須賀,2024-08-01,08,41.1
横須賀,2024-08-01,09,38.3
横須賀,2024-08-01,10,46.9
横須賀,2024-08-01,11,65.1
横須賀,2024-08-01,12,89.3
横須賀,2024-08-01,13,114.6
横須賀,2024-08-01,14,136.5
横須賀,2024-08-01,15,151.7
横須賀,2024-08-01,16,159.2
横須賀,2024-08-01,17,159.8
横須賀,2024-08-01,18,155.4
横須賀,2024-08-01,19,148.3
横須賀,2024-08-01,20,141.4
横須賀,2024-08-01,21,137.6
横須賀,2024-08-01,22,138.4
横須賀,2024-08-01,23,143.4
横須賀,2024-08-02,00,150.8
横須賀,2024-08-02,01,157.6
横須賀,2024-08-02,02,160.3
横須賀,2024-08-02,03,155.9
横須賀,2024-08-02,04,143.2
横須賀,2024-08-02,05,123
横須賀,2024-08-02,06,97.8
横須賀,2024-08-02,07,71.1
横須賀,2024-08-02,08,48
横須賀,2024-08-02,09,33.5
横須賀,2024-08-02,10,31.6
横須賀,2024-08-02,11,42.9
横須賀,2024-08-02,12,65.1
横須賀,2024-08-02,13,93.7
横須賀,2024-08-02,14,122.7
横須賀,2024-08-02,15,146.4
横須賀,2024-08-02,16,161.2
横須賀,2024-08-02,17,166.4
横須賀,2024-08-02,18,163.3
横須賀,2024-08-02,19,154.3
横須賀,2024-08-02,20,142.9
横須賀,2024-08-02,21,133.2
横須賀,2024-08-02,22,128.8
横須賀,2024-08-02,23,131.5
横須賀,2024-08-03,00,140.1
横須賀,2024-08-03,01,151.9
横須賀,2024-08-03,02,162.4
横須賀,2024-08-03,03,167
横須賀,2024-08-03,04,162.1
横須賀,2024-08-03,05,147
横須賀,2024-08-03,06,123.3
横須賀,2024-08-03,07,94.4
横須賀,2024-08-03,08,64.8
横須賀,2024-08-03,09,40.5
横須賀,2024-08-03,10,27.2
横須賀,2024-08-03,11,28.6
横須賀,2024-08-03,12,44.7
横須賀,2024-08-03,13,72
横須賀,2024-08-03,14,104.5
横須賀,2024-08-03,15,135.2
横須賀,2024-08-03,16,157.8
横須賀,2024-08-03,17,169.2
横須賀,2024-08-03,18,169.4
横須賀,2024-08-03,19,160.8
横須賀,2024-08-03,20,146.7
横須賀,2024-08-03,21,131.9
横須賀,2024-08-03,22,121.5
横須賀,2024-08-03,23,119.4
横須賀,2024-08-04,00,126.4
横須賀,2024-08-04,01,140.2
横須賀,2024-08-04,02,156.5
横須賀,2024-08-04,03,169.5
横須賀,2024-08-04,04,173.7
横須賀,2024-08-04,05,166.2
横須賀,2024-08-04,06,147.1
横須賀,2024-08-04,07,119.4
横須賀,2024-08-04,08,87.3
横須賀,2024-08-04,09,56.4
横須賀,2024-08-04,10,33.3
横須賀,2024-08-04,11,24
横須賀,2024-08-04,12,31.2
横須賀,2024-08-04,13,53.3
横須賀,2024-08-04,14,85.5
横須賀,2024-08-04,15,120.3
横須賀,2024-08-04,16,149.9
横須賀,2024-08-04,17,168.3
横須賀,2024-08-04,18,173.5
横須賀,2024-08-04,19,167.1
横須賀,2024-08-04,20,152.5
横須賀,2024-08-04,21,134.2
横須賀,2024-08-04,22,118.1
横須賀,2024-08-04,23,109.7
横須賀,2024-08-05,00,112.2
横須賀,2024-08-05,01,124.8
横須賀,2024-08-05,02,143.7
横須賀,2024-08-05,03,163.1
横須賀,2024-08-05,04,176.2
横須賀,2024-08-05,05,177.7
横須賀,2024-08-05,06,165.7
横須賀,2024-08-05,07,142.1
横須賀,2024-08-05,08,110.9
横須賀,2024-08-05,09,77.3
横須賀,2024-08-05,10,47.6
横須賀,2024-08-05,11,28.9
横須賀,2024-08-05,12,26.2
横須賀,2024-08-05,13,40.6
横須賀,2024-08-05,14,68.8
横須賀,2024-08-05,15,104.2
横須賀,2024-08-05,16,138.5
横須賀,2024-08-05,17,163.8
横須賀,2024-08-05,18,175.2
横須賀,2024-08-05,19,172.7
横須賀,2024-08-05,20,159.3
横須賀,2024-08-05,21,139.6
横須賀,2024-08-05,22,119.2
横須賀,2024-08-05,23,104.5
横須賀,2024-08-06,00,100.4
横須賀,2024-08-06,01,108.7
横須賀,2024-08-06,02,126.8
横須賀,2024-08-06,03,149.3
横須賀,2024-08-06,04,169.3
横須賀,2024-08-06,05,179.9
横須賀,2024-08-06,06,176.7
横須賀,2024-08-06,07,159.7
横須賀,2024-08-06,08,132.2
横須賀,2024-08-06,09,99.3
横須賀,2024-08-06,10,66.7
横須賀,2024-08-06,11,41.4
横須賀,2024-08-06,12,29.7
横須賀,2024-08-06,13,35.2
横須賀,2024-08-06,14,57
横須賀,2024-08-06,15,89.7
横須賀,2024-08-06,16,125.7
横須賀,2024-08-06,17,156.1
横須賀,2024-08-06,18,173.9
横須賀,2024-08-06,19,176.6
横須賀,2024-08-06,20,166
横須賀,2024-08-06,21,146.6
横須賀,2024-08-06,22,124
横須賀,2024-08-06,23,104.2
横須賀,2024-08-07,00,93.3
横須賀,2024-08-07,01,95
横須賀,2024-08-07,02,109
横須賀,2024-08-07,03,131.2
横須賀,2024-08-07,04,154.9
横須賀,2024-08-07,05,172.8
横須賀,2024-08-07,06,178.8
横須賀,2024-08-07,07,170.2
横須賀,2024-08-07,08,148.9
横須賀,2024-08-07,09,119.3
横須賀,2024-08-07,10,87.2
横須賀,2024-08-07,11,58.7
横須賀,2024-08-07,12,40.4
横須賀,2024-08-07,13,37.5
横須賀,2024-08-07,14,51.4
横須賀,2024-08-07,15,78.9
横須賀,2024-08-07,16,113.4
横須賀,2024-08-07,17,146.2
横須賀,2024-08-07,18,169.4
横須賀,2024-08-07,19,177.8
横須賀,2024-08-07,20,171.3
横須賀,2024-08-07,21,153.8
横須賀,2024-08-07,22,130.7
横須賀,2024-08-07,23,107.8
横須賀,2024-08-08,00,91.2
横須賀,2024-08-08,01,85.9
横須賀,2024-08-08,02,93.6
横須賀,2024-08-08,03,112.1
横須賀,2024-08-08,04,136
横須賀,2024-08-08,05,158.3
横須賀,2024-08-08,06,172
横須賀,2024-08-08,07,172.6
横須賀,2024-08-08,08,159.3
横須賀,2024-08-08,09,135.4
横須賀,2024-08-08,10,106.4
横須賀,2024-08-08,11,78
横須賀,2024-08-08,12,56.1
横須賀,2024-08-08,13,46.5
横須賀,2024-08-08,14,52.5
横須賀,2024-08-08,15,73.2
横須賀,2024-08-08,16,103.6
横須賀,2024-08-08,17,136
横須賀,2024-08-08,18,162.2
横須賀,2024-08-08,19,175.8
横須賀,2024-08-08,20,174.3
横須賀,2024-08-08,21,159.8
横須賀,2024-08-08,22,137.7
横須賀,2024-08-08,23,113.7
横須賀,2024-08-09,00,93.4
横須賀,2024-08-09,01,81.8
横須賀,2024-08-09,02,82.4
横須賀,2024-08-09,03,95
横須賀,2024-08-09,04,115.9
横須賀,2024-08-09,05,139.2
横須賀,2024-08-09,06,158.1
横須賀,2024-08-09,07,166.8
横須賀,2024-08-09,08,162.4
横須賀,2024-08-09,09,146.3
横須賀,2024-08-09,10,122.6
横須賀,2024-08-09,11,96.8
横須賀,2024-08-09,12,74.4
横須賀,2024-08-09,13,60.7
横須賀,2024-08-09,14,59.9
横須賀,2024-08-09,15,73.2
横須賀,2024-08-09,16,97.6
横須賀,2024-08-09,17,127
横須賀,2024-08-09,18,153.7
横須賀,2024-08-09,19,170.9
横須賀,2024-08-09,20,174.2
横須賀,2024-08-09,21,163.9
横須賀,2024-08-09,22,144
横須賀,2024-08-09,23,120.3
横須賀,2024-08-10,00,98.1
横須賀,2024-08-10,01,82.3
横須賀,2024-08-10,02,76.4
横須賀,2024-08-10,03,82.1
横須賀,2024-08-10,04,97.6
横須賀,2024-08-10,05,118.6
横須賀,2024-08-10,06,139.3
横須賀,2024-08-10,07,153.8
横須賀,2024-08-10,08,158
横須賀,2024-08-10,09,150.7
横須賀,2024-08-10,10,134.3
横須賀,2024-08-10,11,113.4
横須賀,2024-08-10,12,93.1
横須賀,2024-08-10,13,78
横須賀,2024-08-10,14,72.4
横須賀,2024-08-10,15,78.7
横須賀,2024-08-10,16,96.2
横須賀,2024-08-10,17,120.6
横須賀,2024-08-10,18,145.4
横須賀,2024-08-10,19,164
横須賀,2024-08-10,20,171.4
横須賀,2024-08-10,21,165.7
横須賀,2024-08-10,22,149.3
横須賀,2024-08-10,23,127.1
横須賀,2024-08-11,00,104.6
横須賀,2024-08-11,01,86.1
横須賀,2024-08-11,02,75.3
横須賀,2024-08-11,03,74.2
横須賀,2024-08-11,04,83
横須賀,2024-08-11,05,99.2
横須賀,2024-08-11,06,118.4
横須賀,2024-08-11,07,135.6
横須賀,2024-08-11,08,146.3
横須賀,2024-08-11,09,147.7
横須賀,2024-08-11,10,140
横須賀,2024-08-11,11,126.1
横須賀,2024-08-11,12,110.1
横須賀,2024-08-11,13,96.3
横須賀,2024-08-11,14,88.4
横須賀,2024-08-11,15,89.2
横須賀,2024-08-11,16,99.6
横須賀,2024-08-11,17,117.6
横須賀,2024-08-11,18,138.4
横須賀,2024-08-11,19,156.4
横須賀,2024-08-11,20,166.3
横須賀,2024-08-11,21,165.2
横須賀,2024-08-11,22,153.3
横須賀,2024-08-11,23,134.2
横須賀,2024-08-12,00,112.6
横須賀,2024-08-12,01,93
横須賀,2024-08-12,02,78.6
横須賀,2024-08-12,03,71.8
横須賀,2024-08-12,04,73.6
横須賀,2024-08-12,05,83.1
横須賀,2024-08-12,06,97.9
横須賀,2024-08-12,07,114.4
横須賀,2024-08-12,08,128.5
横須賀,2024-08-12,09,137
横須賀,2024-08-12,10,138.3
横須賀,2024-08-12,11,132.9
横須賀,2024-08-12,12,123.6
横須賀,2024-08-12,13,113.5
横須賀,2024-08-12,14,105.8
横須賀,2024-08-12,15,103.3
横須賀,2024-08-12,16,107.6
横須賀,2024-08-12,17,118.7
横須賀,2024-08-12,18,133.8
横須賀,2024-08-12,19,149
横須賀,2024-08-12,20,159.7
横須賀,2024-08-12,21,162.4
横須賀,2024-08-12,22,155.8
横須賀,2024-08-12,23,141.3
横須賀,2024-08-13,00,122.5
横須賀,2024-08-13,01,103.2
横須賀,2024-08-13,02,86.7
横須賀,2024-08-13,03,75.3
横須賀,2024-08-13,04,70.4
横須賀,2024-08-13,05,72.3
横須賀,2024-08-13,06,80.3
横須賀,2024-08-13,07,92.6
横須賀,2024-08-13,08,106.6
横須賀,2024-08-13,09,119.2
横須賀,2024-08-13,10,128.1
横須賀,2024-08-13,11,131.9
横須賀,2024-08-13,12,131.1
横須賀,2024-08-13,13,127.3
横須賀,2024-08-13,14,122.6
横須賀,2024-08-13,15,119.3
横須賀,2024-08-13,16,119.4
横須賀,2024-08-13,17,123.9
横須賀,2024-08-13,18,132.4
横須賀,2024-08-13,19,142.8
横須賀,2024-08-13,20,152.2
横須賀,2024-08-13,21,157.2
横須賀,2024-08-13,22,155.8
横須賀,2024-08-13,23,147.4
横須賀,2024-08-14,00,133.6
横須賀,2024-08-14,01,116.8
横須賀,2024-08-14,02,99.9
横須賀,2024-08-14,03,85.2
横須賀,2024-08-14,04,74.4
横須賀,2024-08-14,05,68.5
横須賀,2024-08-14,06,68.2
横須賀,2024-08-14,07,73.4
横須賀,2024-08-14,08,83.3
横須賀,2024-08-14,09,96.2
横須賀,2024-08-14,10,109.8
横須賀,2024-08-14,11,121.7
横須賀,2024-08-14,12,130.4
横須賀,2024-08-14,13,135.1
横須賀,2024-08-14,14,136.2
横須賀,2024-08-14,15,135.1
横須賀,2024-08-14,16,133.5
横須賀,2024-08-14,17,133
横須賀,2024-08-14,18,134.8
横須賀,2024-08-14,19,138.9
横須賀,2024-08-14,20,144.6
横須賀,2024-08-14,21,149.9
横須賀,2024-08-14,22,152.5
横須賀,2024-08-14,23,150.7
横須賀,2024-08-15,00,143.9
横須賀,2024-08-15,01,132.6
横須賀,2024-08-15,02,117.9
横須賀,2024-08-15,03,101.9
横須賀,2024-08-15,04,86.5
横須賀,2024-08-15,05,73.4
横須賀,2024-08-15,06,64.1
横須賀,2024-08-15,07,60.1
横須賀,2024-08-15,08,62.4
横須賀,2024-08-15,09,71.3
横須賀,2024-08-15,10,85.5
横須賀,2024-08-15,11,102.7
横須賀,2024-08-15,12,119.9
横須賀,2024-08-15,13,134.4
横須賀,2024-08-15,14,144.1
横須賀,2024-08-15,15,148.3
横須賀,2024-08-15,16,148.1
横須賀,2024-08-15,17,145
横須賀,2024-08-15,18,141.2
横須賀,2024-08-15,19,138.5
横須賀,2024-08-15,20,138.3
横須賀,2024-08-15,21,141
横須賀,2024-08-15,22,145.3
横須賀,2024-08-15,23,149.2
横須賀,2024-08-16,00,150.4
横須賀,2024-08-16,01,147
横須賀,2024-08-16,02,138.3
横須賀,2024-08-16,03,124.3
横須賀,2024-08-16,04,106.8
横須賀,2024-08-16,05,87.9
横須賀,2024-08-16,06,70.2
横須賀,2024-08-16,07,56
横須賀,2024-08-16,08,48.2
横須賀,2024-08-16,09,49
横須賀,2024-08-16,10,59.2
横須賀,2024-08-16,11,77.4
横須賀,2024-08-16,12,100.3
横須賀,2024-08-16,13,123.9
横須賀,2024-08-16,14,143.6
横須賀,2024-08-16,15,156.3
横須賀,2024-08-16,16,160.8
横須賀,2024-08-16,17,158.3
横須賀,2024-08-16,18,151.1
横須賀,2024-08-16,19,142.2
横須賀,2024-08-16,20,134.9
横須賀,2024-08-16,21,132.1
横須賀,2024-08-16,22,134.7
横須賀,2024-08-16,23,141.6
横須賀,2024-08-17,00,149.9
横須賀,2024-08-17,01,155.8
横須賀,2024-08-17,02,156.2
横須賀,2024-08-17,03,148.5
横須賀,2024-08-17,04,132.9
横須賀,2024-08-17,05,111.4
横須賀,2024-08-17,06,87.1
横須賀,2024-08-17,07,63.5
横須賀,2024-08-17,08,44.6
横須賀,2024-08-17,09,34.5
横須賀,2024-08-17,10,36.3
横須賀,2024-08-17,11,50.5
横須賀,2024-08-17,12,74.7
横須賀,2024-08-17,13,104.3
横須賀,2024-08-17,14,133.6
横須賀,2024-08-17,15,156.5
横須賀,2024-08-17,16,169
横須賀,2024-08-17,17,170.6
横須賀,2024-08-17,18,163.1
横須賀,2024-08-17,19,150.1
横須賀,2024-08-17,20,136
横須賀,2024-08-17,21,125.6
横須賀,2024-08-17,22,122.8
横須賀,2024-08-17,23,128.7
横須賀,2024-08-18,00,140.9
横須賀,2024-08-18,01,155.2
横須賀,2024-08-18,02,166.1
横須賀,2024-08-18,03,168.6
横須賀,2024-08-18,04,159.9
横須賀,2024-08-18,05,140.3
横須賀,2024-08-18,06,113.1
横須賀,2024-08-18,07,82.7
横須賀,2024-08-18,08,53.9
横須賀,2024-08-18,09,32.1
横須賀,2024-08-18,10,22.5
横須賀,2024-08-18,11,28.1
横須賀,2024-08-18,12,48.4
横須賀,2024-08-18,13,79.5
横須賀,2024-08-18,14,115.2
横須賀,2024-08-18,15,147.8
横須賀,2024-08-18,16,170.4
横須賀,2024-08-18,17,179.4
横須賀,2024-08-18,18,175.1
横須賀,2024-08-18,19,160.9
横須賀,2024-08-18,20,141.7
横須賀,2024-08-18,21,123.6
横須賀,2024-08-18,22,112.7
横須賀,2024-08-18,23,113
横須賀,2024-08-19,00,124.6
横須賀,2024-08-19,01,143.7
横須賀,2024-08-19,02,163.9
横須賀,2024-08-19,03,178.3
横須賀,2024-08-19,04,180.7
横須賀,2024-08-19,05,168.7
横須賀,2024-08-19,06,143.9
横須賀,2024-08-19,07,110.9
横須賀,2024-08-19,08,75.4
横須賀,2024-08-19,09,43.6
横須賀,2024-08-19,10,21.9
横須賀,2024-08-19,11,15.9
横須賀,2024-08-19,12,27.6
横須賀,2024-08-19,13,55.1
横須賀,2024-08-19,14,92.5
横須賀,2024-08-19,15,131.7
横須賀,2024-08-19,16,163.9
横須賀,2024-08-19,17,182.3
横須賀,2024-08-19,18,184.5
横須賀,2024-08-19,19,172.5
横須賀,2024-08-19,20,151.2
横須賀,2024-08-19,21,127.1
横須賀,2024-08-19,22,107.4
横須賀,2024-08-19,23,98.9
横須賀,2024-08-20,00,104.7
横須賀,2024-08-20,01,123.3
横須賀,2024-08-20,02,148.9
横須賀,2024-08-20,03,173.5
横須賀,2024-08-20,04,188.8
横須賀,2024-08-20,05,189
横須賀,2024-08-20,06,172.5
横須賀,2024-08-20,07,142.6
横須賀,2024-08-20,08,105.3
横須賀,2024-08-20,09,67.3
横須賀,2024-08-20,10,35.8
横須賀,2024-08-20,11,17.8
横須賀,2024-08-20,12,18
横須賀,2024-08-20,13,37.1
横須賀,2024-08-20,14,70.9
横須賀,2024-08-20,15,112
横須賀,2024-08-20,16,150.9
横須賀,2024-08-20,17,178.5
横須賀,2024-08-20,18,189.2
横須賀,2024-08-20,19,182.5
横須賀,2024-08-20,20,162.4
横須賀,2024-08-20,21,135.2
横須賀,2024-08-20,22,108.5
横須賀,2024-08-20,23,90.1
横須賀,2024-08-21,00,86.3
横須賀,2024-08-21,01,98.8
横須賀,2024-08-21,02,124
横須賀,2024-08-21,03,154.3
横須賀,2024-08-21,04,180.8
横須賀,2024-08-21,05,194.8
横須賀,2024-08-21,06,191.2
横須賀,2024-08-21,07,170.4
横須賀,2024-08-21,08,137.1
横須賀,2024-08-21,09,98.4
横須賀,2024-08-21,10,61.5
横須賀,2024-08-21,11,34
横須賀,2024-08-21,12,22.5
横須賀,2024-08-21,13,30.5
横須賀,2024-08-21,14,56.3
横須賀,2024-08-21,15,94
横須賀,2024-08-21,16,134.8
横須賀,2024-08-21,17,168.8
横須賀,2024-08-21,18,188
横須賀,2024-08-21,19,188.7
横須賀,2024-08-21,20,172.9
横須賀,2024-08-21,21,146
横須賀,2024-08-21,22,115.4
横須賀,2024-08-21,23,89
横須賀,2024-08-22,00,74.4
横須賀,2024-08-22,01,76.7
横須賀,2024-08-22,02,95.5
横須賀,2024-08-22,03,125.4
横須賀,2024-08-22,04,157.9
横須賀,2024-08-22,05,183.4
横須賀,2024-08-22,06,194.2
横須賀,2024-08-22,07,186.8
横須賀,2024-08-22,08,163.3
横須賀,2024-08-22,09,129.5
横須賀,2024-08-22,10,92.9
横須賀,2024-08-22,11,60.8
横須賀,2024-08-22,12,40.4
横須賀,2024-08-22,13,37.1
横須賀,2024-08-22,14,52.3
横須賀,2024-08-22,15,82.4
横須賀,2024-08-22,16,120.2
横須賀,2024-08-22,17,156.3
横須賀,2024-08-22,18,181.6
横須賀,2024-08-22,19,190
横須賀,2024-08-22,20,180.5
横須賀,2024-08-22,21,157.1
横須賀,2024-08-22,22,126.1
横須賀,2024-08-22,23,95.1
横須賀,2024-08-23,00,71.7
横須賀,2024-08-23,01,62.5
横須賀,2024-08-23,02,70.7
横須賀,2024-08-23,03,93.9
横須賀,2024-08-23,04,125.9
横須賀,2024-08-23,05,157.6
横須賀,2024-08-23,06,180.2
横須賀,2024-08-23,07,187.2
横須賀,2024-08-23,08,177.1
横須賀,2024-08-23,09,153.5
横須賀,2024-08-23,10,122.6
横須賀,2024-08-23,11,91.5
横須賀,2024-08-23,12,67
横須賀,2024-08-23,13,55.3
横須賀,2024-08-23,14,59.9
横須賀,2024-08-23,15,80.2
横須賀,2024-08-23,16,111.1
横須賀,2024-08-23,17,144.6
横須賀,2024-08-23,18,172.2
横須賀,2024-08-23,19,186.5
横須賀,2024-08-23,20,184
横須賀,2024-08-23,21,166.2
横須賀,2024-08-23,22,138.1
横須賀,2024-08-23,23,106.5
横須賀,2024-08-24,00,78
横須賀,2024-08-24,01,59.3
横須賀,2024-08-24,02,55.6
横須賀,2024-08-24,03,68
横須賀,2024-08-24,04,93
横須賀,2024-08-24,05,124
横須賀,2024-08-24,06,152.6
横須賀,2024-08-24,07,171.1
横須賀,2024-08-24,08,175.1
横須賀,2024-08-24,09,164.6
横須賀,2024-08-24,10,143.8
横須賀,2024-08-24,11,118.8
横須賀,2024-08-24,12,95.7
横須賀,2024-08-24,13,80.2
横須賀,2024-08-24,14,76.9
横須賀,2024-08-24,15,87.4
横須賀,2024-08-24,16,109.3
横須賀,2024-08-24,17,136.8
横須賀,2024-08-24,18,162.6
横須賀,2024-08-24,19,179.6
横須賀,2024-08-24,20,183
横須賀,2024-08-24,21,171.8
横須賀,2024-08-24,22,149
横須賀,2024-08-24,23,120.1
横須賀,2024-08-25,00,90.8
横須賀,2024-08-25,01,66.7
横須賀,2024-08-25,02,53.2
横須賀,2024-08-25,03,53.5
横須賀,2024-08-25,04,67.5
横須賀,2024-08-25,05,91.4
横須賀,2024-08-25,06,118.9
横須賀,2024-08-25,07,143
横須賀,2024-08-25,08,157.9
横須賀,2024-08-25,09,160.5
横須賀,2024-08-25,10,152.1
横須賀,2024-08-25,11,136.9
横須賀,2024-08-25,12,119.8
横須賀,2024-08-25,13,105.5
横須賀,2024-08-25,14,98.5
横須賀,2024-08-25,15,101.4
横須賀,2024-08-25,16,114.4
横須賀,2024-08-25,17,134
横須賀,2024-08-25,18,155
横須賀,2024-08-25,19,171.4
横須賀,2024-08-25,20,178.3
横須賀,2024-08-25,21,173.2
横須賀,2024-08-25,22,157
横須賀,2024-08-25,23,133.4
横須賀,2024-08-26,00,106.9
横須賀,2024-08-26,01,81.9
横須賀,2024-08-26,02,62.7
横須賀,2024-08-26,03,52.9
横須賀,2024-08-26,04,54.8
横須賀,2024-08-26,05,67.5
横須賀,2024-08-26,06,87.7
横須賀,2024-08-26,07,110.5
横須賀,2024-08-26,08,130.3
横須賀,2024-08-26,09,142.8
横須賀,2024-08-26,10,146.4
横須賀,2024-08-26,11,142.6
横須賀,2024-08-26,12,134.4
横須賀,2024-08-26,13,125.5
横須賀,2024-08-26,14,119.2
横須賀,2024-08-26,15,118.3
横須賀,2024-08-26,16,124.2
横須賀,2024-08-26,17,135.9
横須賀,2024-08-26,18,150.3
横須賀,2024-08-26,19,163.3
横須賀,2024-08-26,20,170.9
横須賀,2024-08-26,21,170.3
横須賀,2024-08-26,22,160.8
横須賀,2024-08-26,23,144.1
横須賀,2024-08-27,00,123.2
横須賀,2024-08-27,01,101.1
横須賀,2024-08-27,02,80.7
横須賀,2024-08-27,03,64.9
横須賀,2024-08-27,04,56.6
横須賀,2024-08-27,05,57.1
横須賀,2024-08-27,06,66.1
横須賀,2024-08-27,07,81.5
横須賀,2024-08-27,08,99.7
横須賀,2024-08-27,09,116.5
横須賀,2024-08-27,10,129
横須賀,2024-08-27,11,135.9
横須賀,2024-08-27,12,137.9
横須賀,2024-08-27,13,136.9
横須賀,2024-08-27,14,134.9
横須賀,2024-08-27,15,134
横須賀,2024-08-27,16,135.8
横須賀,2024-08-27,17,140.8
横須賀,2024-08-27,18,148.3
横須賀,2024-08-27,19,156.2
横須賀,2024-08-27,20,162.1
横須賀,2024-08-27,21,163.7
横須賀,2024-08-27,22,159.9
横須賀,2024-08-27,23,150.5
横須賀,2024-08-28,00,136.9
横須賀,2024-08-28,01,120.5
横須賀,2024-08-28,02,102.8
横須賀,2024-08-28,03,85.5
横須賀,2024-08-28,04,70.8
横須賀,2024-08-28,05,61
横須賀,2024-08-28,06,58
横須賀,2024-08-28,07,62.4
横須賀,2024-08-28,08,73.3
横須賀,2024-08-28,09,88.4
横須賀,2024-08-28,10,104.6
横須賀,2024-08-28,11,119.4
横須賀,2024-08-28,12,130.9
横須賀,2024-08-28,13,138.9
横須賀,2024-08-28,14,143.4
横須賀,2024-08-28,15,145.6
横須賀,2024-08-28,16,146.5
横須賀,2024-08-28,17,147.2
横須賀,2024-08-28,18,148.4
横須賀,2024-08-28,19,150.4
横須賀,2024-08-28,20,152.6
横須賀,2024-08-28,21,154.1
横須賀,2024-08-28,22,154
横須賀,2024-08-28,23,151.3
横須賀,2024-08-29,00,145.7
横須賀,2024-08-29,01,136.9
横須賀,2024-08-29,02,124.9
横須賀,2024-08-29,03,110
横須賀,2024-08-29,04,93.3
横須賀,2024-08-29,05,76.9
横須賀,2024-08-29,06,63.4
横須賀,2024-08-29,07,55.9
横須賀,2024-08-29,08,56.2
横須賀,2024-08-29,09,64.4
横須賀,2024-08-29,10,79.1
横須賀,2024-08-29,11,97.5
横須賀,2024-08-29,12,116.3
横須賀,2024-08-29,13,132.7
横須賀,2024-08-29,14,144.9
横須賀,2024-08-29,15,152.2
横須賀,2024-08-29,16,154.8
横須賀,2024-08-29,17,153.7
横須賀,2024-08-29,18,150.3
横須賀,2024-08-29,19,146.3
横須賀,2024-08-29,20,143.4
横須賀,2024-08-29,21,142.6
横須賀,2024-08-29,22,143.7
横須賀,2024-08-29,23,146
横須賀,2024-08-30,00,147.9
横須賀,2024-08-30,01,147.7
横須賀,2024-08-30,02,143.4
横須賀,2024-08-30,03,133.8
横須賀,2024-08-30,04,118.8
横須賀,2024-08-30,05,99.9
横須賀,2024-08-30,06,79.6
横須賀,2024-08-30,07,61.8
横須賀,2024-08-30,08,50.6
横須賀,2024-08-30,09,49
横須賀,2024-08-30,10,57.7
横須賀,2024-08-30,11,74.9
横須賀,2024-08-30,12,97.4
横須賀,2024-08-30,13,120.7
横須賀,2024-08-30,14,140.6
横須賀,2024-08-30,15,154.3
横須賀,2024-08-30,16,160.6
横須賀,2024-08-30,17,159.9
横須賀,2024-08-30,18,153.8
横須賀,2024-08-30,19,144.8
横須賀,2024-08-30,20,136
横須賀,2024-08-30,21,130.7
横須賀,2024-08-30,22,130.4
横須賀,2024-08-30,23,135
羽田,2024-08-01,00,160.2
羽田,2024-08-01,01,163.8
羽田,2024-08-01,02,161.7
羽田,2024-08-01,03,153.2
羽田,2024-08-01,04,137.7
羽田,2024-08-01,05,115
羽田,2024-08-01,06,87
羽田,2024-08-01,07,58.8
羽田,2024-08-01,08,37.2
羽田,2024-08-01,09,27.8
羽田,2024-08-01,10,32.7
羽田,2024-08-01,11,49.8
羽田,2024-08-01,12,74.5
羽田,2024-08-01,13,102.1
羽田,2024-08-01,14,128.8
羽田,2024-08-01,15,151.7
羽田,2024-08-01,16,167.5
羽田,2024-08-01,17,173.4
羽田,2024-08-01,18,168.8
羽田,2024-08-01,19,156.4
羽田,2024-08-01,20,142.2
羽田,2024-08-01,21,132.5
羽田,2024-08-01,22,131.3
羽田,2024-08-01,23,137.9
羽田,2024-08-02,00,148.8
羽田,2024-08-02,01,159.5
羽田,2024-08-02,02,166.6
羽田,2024-08-02,03,167.6
羽田,2024-08-02,04,160.6
羽田,2024-08-02,05,143.5
羽田,2024-08-02,06,116.2
羽田,2024-08-02,07,82.2
羽田,2024-08-02,08,48.7
羽田,2024-08-02,09,24.2
羽田,2024-08-02,10,15
羽田,2024-08-02,11,22.7
羽田,2024-08-02,12,44.4
羽田,2024-08-02,13,74.7
